society,price,area,open_sides,possession,locality,nearby_count,school_count,hospital_count,bank_count,metro_count,corner_property,park_facing,freehold,rental_income,ready_to_move,transport_count,environment,lifestyle,connectivity,safety,overall_rating,description_length,contains_corner,contains_freehold,contains_park,contains_north
independent,5.775,1345.4875,1.0,undefined,Dlf Phase 2,44,0,9,13,5,0,0,0,0,0,5,5.0,5.0,5.0,5.0,5.0,148.0,0,0,0,0
independent,3.6,1453.1265,1.0,Immediate,Sector 38 Gurgaon,47,4,12,7,0,0,0,0,0,1,0,4.0,4.0,5.0,4.0,4.25,457.0,0,0,0,0
Rishali Luxe Residency 112,2.58,129.1668,1.0,undefined,A Block,12,2,1,0,1,0,0,1,0,0,3,5.0,4.0,4.0,3.0,4.0,464.0,0,1,0,0
Vatika India Next Plots3.6 ★,4.845,3153.8227,2.0,undefined,Sector 83 Gurgaon,15,2,5,1,0,0,0,0,0,0,0,5.0,5.0,4.0,5.0,4.75,117.0,0,0,0,0
independent,3.57,1786.8074,2.0,undefined,Sector 88A Gurgaon,3,0,1,0,0,0,0,0,0,0,1,4.0,4.0,4.5,4.0,4.25,159.0,0,0,0,0
India Rashtra,3.42,1797.5712999999998,2.0,undefined,Sector 88A Gurgaon,11,3,2,0,0,0,0,0,0,0,1,4.0,4.0,4.5,4.0,4.25,391.0,0,0,0,0
independent,3.3000000000000003,1797.5712999999998,4.0,undefined,Sector 88A Gurgaon,3,0,1,0,0,0,0,0,0,0,1,4.0,4.0,4.5,4.0,4.25,189.0,0,0,0,0
DLF City Phase 1,10.5,2432.6414,1.0,undefined,Sector 26 Gurgaon,48,0,6,12,6,0,0,0,0,0,6,4.0,4.0,4.5,4.0,4.25,85.0,0,0,0,0
Vatika One India Next,3.57,1786.8074,2.0,Future,Sector 82A Gurgaon,10,0,1,0,0,0,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,391.0,0,0,0,0
Vatika India Next4.1 ★,3.3000000000000003,1797.5712999999998,2.0,undefined,Sector 82 Gurgaon,8,2,1,0,0,0,0,1,0,0,1,4.0,4.0,4.0,4.0,4.0,476.0,0,1,0,0
G99,4.965,2292.7107,2.0,undefined,Sector 99 Gurgaon,10,2,1,0,0,0,0,0,0,0,1,4.5,4.0,4.5,4.5,4.375,358.0,0,0,0,0
independent,3.6,204.5141,2.0,undefined,Sector 108 Gurgaon,0,0,0,0,0,0,0,0,0,0,0,4.0,4.5,4.5,4.5,4.375,498.0,0,0,0,0
BPTP Amstoria3.8 ★,3.9,1797.5712999999998,2.0,undefined,Sector 102 Gurgaon,11,2,1,0,0,0,0,1,0,0,2,4.0,4.5,4.0,4.0,4.125,433.0,0,1,0,0
Vatika India Next4.1 ★,4.74,3153.8227,1.0,Immediate,Sector 82 Gurgaon,8,2,1,0,0,0,0,0,0,1,1,4.0,4.0,4.0,4.0,4.0,47.0,0,0,0,0
independent,6.525,2701.7389,2.0,undefined,Sector 99 Gurgaon,0,0,0,0,0,0,0,0,0,0,0,4.5,4.0,4.5,4.5,4.375,39.0,0,0,0,0
independent,5.625,2249.6551,2.0,undefined,Sector 102 Gurgaon,0,0,0,0,0,0,0,0,0,0,0,4.0,4.5,4.0,4.0,4.125,33.0,0,0,0,0
Emaar Emerald Hills,5.1450000000000005,1625.3489,2.0,undefined,Sector 62 Gurgaon,24,1,5,4,0,0,0,0,0,0,0,4.0,5.0,4.0,4.0,4.25,101.0,0,0,0,0
Vatika Express City,4.1850000000000005,2432.6414,2.0,undefined,Sector 88A Gurgaon,6,2,1,0,0,0,0,0,0,0,1,4.0,4.0,4.5,4.0,4.25,62.0,0,0,0,0
independent,2.7,904.1676,1.0,undefined,Sector 40 Gurgaon,48,6,6,13,1,0,0,0,0,0,1,4.0,4.0,4.0,4.0,4.0,198.0,0,0,0,0
Central Park Flower Valley Mikasa Plots,3.3000000000000003,3595.1426,1.0,Immediate,Sector-33 Sohna,7,1,1,0,1,0,0,0,0,1,2,4.0,4.0,4.5,4.0,4.25,1277.0,0,0,1,0
independent,10.305,2701.7389,1.0,Immediate,C Block Sushant Lok Phase 1,46,2,4,9,2,0,0,0,0,1,2,4.0,4.0,4.0,4.0,4.0,319.0,0,0,0,0
independent,8.355,1937.502,1.0,Immediate,C Block Sushant Lok Phase 1,46,2,4,9,2,0,0,0,0,1,2,4.0,4.0,4.0,4.0,4.0,151.0,0,0,0,0
independent,5.699999999999999,204.5141,1.0,Immediate,Sector 57 Gurgaon,45,5,10,6,0,0,0,0,0,1,2,4.0,4.0,4.0,4.0,4.0,131.0,0,0,0,0
independent,8.205,3078.4754,1.0,undefined,0001,45,5,10,6,0,0,0,0,0,0,2,4.0,4.0,4.0,4.0,4.0,127.0,0,0,0,0
Breez Flora Avenue 88A,2.58,172.2224,2.0,undefined,Sector 88A Gurgaon,8,2,1,0,1,0,0,0,0,0,2,4.0,4.0,4.5,4.0,4.25,1379.0,0,0,0,0
Breez Flora Avenue 88A,2.205,1334.7236,2.0,undefined,Sector 88A Gurgaon,8,2,1,0,1,0,0,0,0,0,2,4.0,4.0,4.5,4.0,4.25,1379.0,0,0,0,0
independent,2.4000000000000004,990.2788,2.0,Immediate,Sector 51 Gurgaon,46,5,11,7,0,1,0,0,0,1,0,5.0,4.0,5.0,4.0,4.5,101.0,1,0,1,0
independent,3.285,1453.1265,1.0,Immediate,Sector 52 Gurgaon,44,4,5,10,0,0,0,0,0,1,2,4.0,5.0,5.0,4.0,4.5,125.0,0,0,0,0
ROF Normanton Park,1.6350000000000002,1151.7373,2.0,undefined,Sohna,9,2,1,0,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,837.0,0,0,1,0
ROF Normanton Park,1.92,1356.2514,2.0,undefined,Sohna,9,2,1,0,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,837.0,0,0,1,0
BPTP Astaire Gardens3.7 ★,3.915,1560.7655,2.0,undefined,A-1000,12,2,0,0,1,0,0,0,0,0,3,5.0,4.0,4.0,4.0,4.25,44.0,0,0,1,0
Vatika India Next,3.825,2701.7389,1.0,undefined,Sector 82A Gurgaon,10,0,1,0,0,0,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,1349.0,0,0,1,0
Orris Atulyam83,2.595,1345.4875,2.0,undefined,Sector 83 Gurgaon,11,0,1,0,0,0,0,0,0,0,0,5.0,5.0,4.0,5.0,4.75,1349.0,0,0,1,0
Orris Atulyam 83,2.445,1345.4875,1.0,undefined,Sector 83 Gurgaon,11,0,1,0,0,0,0,0,0,0,0,5.0,5.0,4.0,5.0,4.75,1349.0,0,0,1,0
Ramprastha City,4.35,3853.4762,2.0,undefined,Sector 95 Gurgaon,5,0,4,0,0,0,0,0,0,0,0,4.0,4.5,4.0,4.5,4.25,1349.0,0,0,1,0
independent,8.49,2540.2804,1.0,undefined,Block G,49,2,4,10,1,0,0,0,0,0,1,5.0,5.0,5.0,5.0,5.0,127.0,0,0,0,0
BPTP Astaire Gardens3.7 ★,5.475,1345.4875,2.0,undefined,A-30,12,2,0,0,1,0,0,0,0,0,3,5.0,4.0,4.0,4.0,4.25,247.0,0,0,1,0
independent,10.725,2701.7389,1.0,Immediate,C Block Sushant Lok Phase 1,46,2,4,9,2,0,0,0,0,1,2,4.0,4.0,4.0,4.0,4.0,158.0,0,0,0,0
independent,10.65,2701.7389,1.0,Immediate,B Block Sushant Lok Phase 1,48,1,4,9,2,1,0,0,0,1,2,4.0,4.5,4.5,4.0,4.25,132.0,1,0,0,1
independent,12.6,2701.7389,2.0,undefined,DLF Phase 2,44,0,9,13,5,0,0,0,0,0,5,5.0,5.0,5.0,5.0,5.0,138.0,0,0,0,1
independent,13.725,3239.9339,1.0,undefined,DLF Phase 4,47,1,7,10,3,0,0,0,0,0,3,5.0,4.0,5.0,5.0,4.75,150.0,0,0,0,1
independent,9.975,2249.6551,1.0,undefined,DLF Phase 2,44,0,9,13,5,0,0,0,0,0,5,5.0,5.0,5.0,5.0,5.0,127.0,0,0,0,1
SUSHANT  LOK-1,11.85,2701.7389,2.0,undefined,Block -B Sushant Lok-1,47,2,5,13,1,1,0,0,0,0,1,5.0,5.0,5.0,5.0,5.0,52.0,1,0,0,0
Vaishnav Residency Gurgaon,0.8280000000000001,904.1676,2.0,undefined,Sector 72a,46,3,14,5,0,1,1,0,0,0,0,4.0,4.0,4.5,4.0,4.25,2009.0,1,0,1,0
Vaishnav Residency Sector72A,0.82965,914.9315,2.0,undefined,120,46,3,14,5,0,1,1,0,0,0,0,4.0,4.0,4.5,4.0,4.25,2009.0,1,0,1,0
ROF Normanton Park,2.07,1291.668,2.0,undefined,Sohna,9,2,1,0,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,325.0,0,0,0,0
independent,4.65,150.69459999999998,1.0,Immediate,C Block Sushant Lok Phase 1,46,2,4,9,2,0,0,0,0,1,2,4.0,4.0,4.0,4.0,4.0,105.0,0,0,0,0
Unitech Palms South City 1,42.0,9020.1482,1.0,Immediate,Near Huda Metro Station,49,2,4,10,1,0,0,0,0,1,1,5.0,5.0,5.0,5.0,5.0,143.0,0,0,0,0
Vaishnav Enclave Phase2,0.42,1442.3626,2.0,undefined,Golf Course Extn. Road,18,0,6,6,0,1,1,0,0,0,0,5.0,4.0,4.0,5.0,4.5,2017.0,1,0,1,0
Vaishnav enclave,0.3042,1076.39,2.0,undefined,Badashapur,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,562.0,0,0,1,0
Vaishnav Enclav Badashpur,0.486,904.1676,2.0,undefined,120,46,0,13,11,0,1,1,0,0,0,0,4.0,4.0,5.0,4.0,4.25,2008.0,1,0,1,0
Vaishnav Enclav Badashapur,0.498,904.1676,2.0,undefined,120,47,3,15,5,0,1,1,0,0,0,0,4.0,4.0,4.5,4.0,4.25,2008.0,1,0,1,0
Unitech Aspen Greens,9.9,2163.5439,2.0,Future,Nirvana Country,44,4,9,8,0,0,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,51.0,0,0,0,0
BPTP Amstoria3.8 ★,3.945,2777.0862,1.0,Immediate,111,11,2,1,0,0,0,0,0,0,1,2,4.0,4.5,4.0,4.0,4.125,247.0,0,0,0,0
independent,4.199999999999999,1453.1265,1.0,undefined,0210,47,6,8,6,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,123.0,0,0,0,1
independent,6.2250000000000005,1937.502,1.0,undefined,002,47,5,11,5,0,0,0,0,0,0,0,5.0,4.5,5.0,5.0,4.875,120.0,0,0,0,1
independent,11.1,4520.838,1.0,undefined,0212,47,6,8,6,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,100.0,0,0,0,0
Ansal,7.35,215.278,2.0,Immediate,A,46,2,4,9,2,0,0,0,0,1,2,4.0,4.0,4.0,4.0,4.0,449.0,0,0,0,0
independent,1.5750000000000002,538.1949999999999,1.0,Immediate,000,48,6,6,13,1,0,0,0,0,1,1,4.0,4.0,4.0,4.0,4.0,187.0,0,0,0,0
independent,7.5,1840.6269,1.0,Immediate,Sector 51 Gurgaon,46,5,11,7,0,0,0,0,0,1,0,5.0,4.0,5.0,4.0,4.5,97.0,0,0,0,0
independent,5.85,2368.058,1.0,undefined,Sector 9 Gurgaon,50,1,38,5,0,0,0,0,0,0,1,4.0,4.0,4.0,4.0,4.0,254.0,0,0,0,0
independent,3.75,2249.6551,4.0,undefined,Sector 88A Gurgaon,3,0,1,0,0,0,0,0,0,0,1,4.0,4.0,4.5,4.0,4.25,382.0,0,0,0,0
Raheja Vanya,2.325,1399.307,1.0,undefined,Ddjay,9,2,1,0,1,0,0,0,0,0,3,4.0,3.0,3.0,3.0,3.25,217.0,0,0,0,0
HUDA Housing Board Colony,4.485,1463.8904,2.0,undefined,002,44,2,3,13,2,0,0,0,1,0,3,4.0,4.0,4.5,4.0,4.25,143.0,0,0,1,0
Emaar Emerald Hills4.1 ★,14.4,3595.1426,2.0,undefined,124,10,2,1,0,0,0,0,0,0,0,1,4.0,4.0,5.0,4.0,4.25,311.0,0,0,1,0
Emaar Emerald Hills4.1 ★,12.6,3153.8227,2.0,undefined,126,10,2,1,0,0,0,0,0,0,0,1,4.0,4.0,5.0,4.0,4.25,252.0,0,0,0,0
Emaar MGF Marbella,12.015,2400.3497,2.0,undefined,15a,14,2,1,0,1,0,1,0,0,0,2,3.0,4.0,4.0,4.0,3.75,213.0,0,0,1,0
independent,8.925,3153.8227,2.0,undefined,126,48,7,6,14,1,0,0,0,0,0,1,4.0,4.0,5.0,4.0,4.25,195.0,0,0,0,0
DLF Alameda,14.925,4843.755,2.0,undefined,B 15,8,2,1,0,0,0,1,0,0,0,2,4.0,4.0,4.5,4.0,4.25,178.0,0,0,1,0
independent,4.949999999999999,1625.3489,2.0,undefined,126,48,0,6,12,3,0,0,0,0,0,3,4.0,4.0,5.0,4.0,4.25,138.0,0,0,0,1
Solutrean Gateway 95,1.7999999999999998,1345.4875,2.0,undefined,002,10,2,0,0,0,0,0,1,0,0,1,4.0,4.5,4.0,4.5,4.25,535.0,0,1,0,0
Emaar Emerald Hills4.1 ★,12.6,3153.8227,2.0,undefined,117,10,2,1,0,0,0,0,0,0,0,1,4.0,4.0,5.0,4.0,4.25,336.0,0,0,0,0
Emaar Emerald Hills4.1 ★,4.995,1636.1128,2.0,Within_6_months,123,10,2,1,0,0,0,0,0,0,0,1,4.0,4.0,5.0,4.0,4.25,71.0,0,0,0,0
independent,12.39,3229.17,2.0,undefined,126,45,4,11,6,0,0,0,0,0,0,0,5.0,4.0,5.0,5.0,4.75,177.0,0,0,0,1
Mapsko Aspr Hills,2.25,1033.3344,3.0,Future,Sector 78 Gurgaon,7,2,1,0,0,0,0,0,0,0,1,4.0,4.0,5.0,4.0,4.25,209.0,0,0,0,0
independent,11.25,4499.3102,3.0,undefined,0009,27,4,3,3,1,0,0,0,0,0,3,5.0,5.0,5.0,5.0,5.0,94.0,0,0,0,0
Central Park Flower Valley Mikasa Plots,6.705,2712.5028,1.0,undefined,J Block,7,1,1,0,1,0,0,0,0,0,2,4.0,4.0,4.5,4.0,4.25,175.0,0,0,1,0
ROF Normanton Park,2.25,1345.4875,2.0,undefined,Sohna,9,2,1,0,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,264.0,0,0,1,0
Supertech Hill Town,3.135,2690.975,1.0,Immediate,Sector-2,8,2,1,0,0,0,0,0,0,1,1,4.0,4.0,4.5,4.0,4.25,1275.0,0,0,1,0
independent,5.4,1776.0435,3.0,undefined,Sector 57 Gurgaon,45,5,10,6,0,0,0,0,0,0,2,4.0,4.0,4.0,4.0,4.0,292.0,0,0,1,0
Vatika Xpressions,1.98,1076.39,2.0,Within_6_months,Sector 88B Gurgaon,7,2,1,0,0,0,0,0,0,0,0,4.0,4.0,4.5,4.0,4.25,267.0,0,0,1,0
independent,6.720000000000001,2368.058,1.0,undefined,Sector 46 Gurgaon,47,6,8,6,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,66.0,0,0,0,0
independent,7.875,2163.5439,1.0,Immediate,Sushant Lok,49,0,4,12,4,0,0,0,0,1,4,5.0,5.0,5.0,5.0,5.0,663.0,0,0,0,0
BPTP Green Oaks,2.64,1184.029,2.0,undefined,Block-A,10,3,1,0,1,0,0,0,0,0,2,5.0,4.0,4.0,4.0,4.25,266.0,0,0,0,0
Supertech Hill Town,3.135,2690.975,1.0,undefined,Block-,8,2,1,0,0,0,0,0,0,0,1,4.0,4.0,4.5,4.0,4.25,221.0,0,0,0,0
Supertech Hill Town,3.1500000000000004,2690.975,1.0,undefined,Block -K,8,2,1,0,0,0,0,0,0,0,1,4.0,4.0,4.5,4.0,4.25,221.0,0,0,0,0
independent,10.125,2249.6551,2.0,Immediate,Sector 43 Gurgaon,46,1,5,9,3,1,0,0,1,1,3,4.0,4.0,5.0,4.0,4.25,131.0,1,0,0,0
Central Park Flower Valley,4.1850000000000005,1668.4045,2.0,undefined,Sector-33 Sohna,15,4,3,0,0,0,0,0,0,0,1,4.0,4.0,4.5,4.0,4.25,291.0,0,0,1,0
Central Park Flower Valley,5.4,2249.6551,2.0,undefined,Sector-33 Sohna,15,4,3,0,0,0,0,0,0,0,1,4.0,4.0,4.5,4.0,4.25,303.0,0,0,0,0
Central Park Flower Valley,5.445,2249.6551,2.0,undefined,Block-I,15,4,3,0,0,0,0,0,0,0,1,4.0,4.0,4.5,4.0,4.25,303.0,0,0,0,0
independent,12.0,3799.6567,1.0,Immediate,Main Road (Opp Spaze It Park),46,0,12,10,0,0,0,0,0,1,0,5.0,5.0,5.0,5.0,5.0,230.0,0,0,1,0
Paras Trade Centre,3.75,10893.0668,2.0,Immediate,Gwal Pahari,8,1,2,0,0,0,0,0,0,1,0,4.0,4.0,4.5,4.0,4.25,49.0,0,0,0,0
independent,6.6000000000000005,3239.9339,1.0,undefined,Palam Vihar,27,4,3,3,1,0,0,0,0,0,3,5.0,5.0,5.0,4.0,4.75,133.0,0,0,0,0
independent,5.505,1840.6269,1.0,Immediate,Sector 45 Gurgaon,48,7,6,14,1,0,0,0,0,1,1,4.0,4.0,5.0,4.0,4.25,220.0,0,0,0,0
independent,6.720000000000001,3078.4754,1.0,Immediate,Sector 38 Gurgaon,47,4,12,7,0,0,0,0,0,1,0,4.0,4.0,5.0,4.0,4.25,229.0,0,0,1,1
independent,1.4249999999999998,1151.7373,3.0,undefined,122,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.0,5.0,4.25,575.0,0,0,0,0
True Habitat 112,2.73,1259.3763,2.0,undefined,123,15,2,2,1,1,0,0,0,0,0,2,5.0,4.0,4.0,3.0,4.0,170.0,0,0,0,0
independent,3.585,1560.7655,1.0,Immediate,Palam Vihar,27,4,3,3,1,0,0,0,0,1,3,5.0,5.0,5.0,4.0,4.75,434.0,0,0,0,0
independent,7.274999999999999,3121.531,1.0,Immediate,Sector 57 Gurgaon,45,5,10,6,0,0,0,0,0,1,2,4.0,4.0,4.0,4.0,4.0,99.0,0,0,0,0
Central Park Flower Valley Mikasa Plots,5.625,2249.6551,2.0,Immediate,Sector-33 Sohna,7,1,1,0,1,0,0,0,0,1,2,4.0,4.0,4.5,4.0,4.25,122.0,0,0,1,0
RWA East Pocket4.0 ★,3.855,1323.9597,1.0,undefined,Sector 23 Gurgaon,27,4,2,3,1,0,0,0,0,0,3,4.0,5.0,5.0,4.0,4.5,101.0,0,0,0,0
RWA East Pocket4.0 ★,8.7,4520.838,1.0,undefined,012345,27,4,2,3,1,0,0,0,0,0,3,4.0,5.0,5.0,4.0,4.5,69.0,0,0,0,0
independent,6.93,3078.4754,1.0,Immediate,000,44,4,5,10,0,0,0,0,0,1,2,4.0,5.0,5.0,4.0,4.5,56.0,0,0,0,0
Experion The Westerlies,3.9,1625.3489,2.0,Future,Sector 108 Gurgaon,9,3,1,0,0,0,0,0,0,0,1,4.0,4.5,4.5,4.5,4.375,184.0,0,0,0,0
Experion The Westerlies,4.949999999999999,2421.8775,2.0,undefined,Sector 108 Gurgaon,9,3,1,0,0,0,0,0,0,0,1,4.0,4.5,4.5,4.5,4.375,170.0,0,0,0,0
independent,3.975,1797.5712999999998,2.0,undefined,Sector 9A Gurgaon,50,3,35,1,0,1,0,0,0,0,2,4.0,4.0,4.0,4.0,4.0,195.0,1,0,0,0
DLF Garden City Floors,6.18,3132.2949,1.0,undefined,Sector 91 Gurgaon,12,0,5,0,0,0,0,1,0,0,0,4.0,4.0,3.0,4.5,3.875,349.0,0,1,0,0
DLF Gardencity,6.0,3153.8227,1.0,undefined,B 55,7,2,1,0,0,0,0,0,0,0,1,4.0,4.0,3.0,4.5,3.875,330.0,0,0,0,0
DLF Alameda,18.9,6296.8815,1.0,undefined,700 Sq Yds Plot On 24 Mtr Road,8,2,1,0,0,0,0,0,0,0,2,4.0,4.0,4.5,4.0,4.25,124.0,0,0,0,0
Adani Brahma Samsara Vilasa,8.01,2400.3497,1.0,undefined,267 Sq Yds North Facing Plot,13,2,1,0,1,0,1,0,0,0,2,4.0,4.0,4.5,4.0,4.25,120.0,0,0,1,1
Central Park Flower Valley,6.87,2690.975,2.0,undefined,Sector-33 Sohna,15,4,3,0,0,0,0,0,0,0,1,4.0,4.0,4.5,4.0,4.25,683.0,0,0,1,0
Central Park Flower Valley,4.41,1711.4601,1.0,Immediate,Sector-33 Sohna,15,4,3,0,0,0,0,0,0,1,1,4.0,4.0,4.5,4.0,4.25,683.0,0,0,1,0
independent,6.75,4499.3102,1.0,undefined,Sector 9A Gurgaon,50,3,35,1,0,0,0,0,0,0,2,4.0,4.0,4.0,4.0,4.0,184.0,0,0,0,0
Central Park Flower Valley,5.91,2443.4053,1.0,Within_3_months,432,15,4,3,0,0,0,0,0,0,0,1,4.0,4.0,4.5,4.0,4.25,99.0,0,0,1,1
independent,5.43,1453.1265,1.0,undefined,Sector 43 Gurgaon,46,1,5,9,3,0,0,1,0,0,3,4.0,4.0,5.0,4.0,4.25,599.0,0,1,0,1
independent,1.875,548.9589,1.0,undefined,Sushant Lok Phase 1,47,2,5,13,1,0,0,0,1,0,1,5.0,5.0,5.0,5.0,5.0,77.0,0,0,0,0
independent,3.45,1453.1265,2.0,undefined,Sector 23A Gurgaon,26,4,3,3,1,1,0,0,0,0,2,5.0,4.0,4.0,5.0,4.5,73.0,1,0,1,0
independent,11.7,3078.4754,1.0,Immediate,Sector 51 Gurgaon,46,5,11,7,0,0,0,0,0,1,0,5.0,4.0,5.0,4.0,4.5,54.0,0,0,0,1
independent,17.700000000000003,4520.838,1.0,undefined,Sector 51 Gurgaon,46,5,11,7,0,0,0,0,0,0,0,5.0,4.0,5.0,4.0,4.5,39.0,0,0,0,1
independent,1.7999999999999998,538.1949999999999,2.0,undefined,C Block Sushant Lok Phase 1,46,2,4,9,2,0,0,1,1,0,2,4.0,4.0,4.0,4.0,4.0,535.0,0,1,0,0
Vatika India Next Plots3.6 ★,4.949999999999999,2701.7389,1.0,undefined,Sector 83 Gurgaon,15,2,5,1,0,0,0,0,0,0,0,5.0,5.0,4.0,5.0,4.75,316.0,0,0,0,0
independent,2.475,904.1676,1.0,Immediate,Sector 52 Gurgaon,44,4,5,10,0,0,0,0,1,1,2,4.0,5.0,5.0,4.0,4.5,80.0,0,0,0,1
DLF City Plots,6.562815789473683,8998.6204,2.0,undefined,Arjun Marg,8,2,1,0,1,0,0,0,0,0,2,5.0,5.0,5.0,5.0,5.0,156.0,0,0,0,0
independent,5.205,1453.1265,1.0,undefined,011,44,2,3,13,2,0,0,0,0,0,3,4.0,4.0,4.5,4.0,4.25,147.0,0,0,0,0
independent,1.815,990.2788,2.0,undefined,Sector 99A Gurgaon,0,0,0,0,0,0,0,0,0,0,0,4.0,3.0,3.0,3.0,3.25,114.0,0,0,0,0
independent,1.875,904.1676,2.0,undefined,Sector 78 Gurgaon,6,0,0,0,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,98.0,0,0,0,0
independent,3.3000000000000003,1797.5712999999998,1.0,Immediate,New Colony,50,2,35,2,0,0,0,0,0,1,1,4.0,4.0,4.0,4.0,4.0,303.0,0,0,1,0
independent,6.18,3078.4754,1.0,Immediate,Sector 10A Gurgaon,49,0,38,0,0,0,0,0,0,1,1,4.0,5.0,5.0,5.0,4.75,290.0,0,0,1,0
independent,4.875,2368.058,1.0,Immediate,Sector 10 Gurgaon,50,0,43,1,0,0,0,0,0,1,0,4.0,4.0,5.0,4.0,4.25,224.0,0,0,0,0
independent,3.375,1506.946,1.0,undefined,Sector 5 Gurgaon,49,3,25,5,0,0,0,0,0,0,4,4.0,4.0,5.0,4.0,4.25,312.0,0,0,1,1
independent,1.65,678.1256999999999,1.0,Immediate,New Colony,50,2,35,2,0,0,0,0,0,1,1,4.0,4.0,4.0,4.0,4.0,232.0,0,0,0,1
independent,5.25,2368.058,1.0,Immediate,Sector 5 Gurgaon,49,3,25,5,0,0,0,0,0,1,4,4.0,4.0,5.0,4.0,4.25,251.0,0,0,1,0
independent,5.625,2830.9057,1.0,Immediate,Sector 10A Gurgaon,49,0,38,0,0,0,0,0,0,1,1,4.0,5.0,5.0,5.0,4.75,266.0,0,0,1,0
independent,1.1715,1280.9041,2.0,undefined,Sector-4 Sohna,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.5,4.0,4.25,281.0,0,0,0,0
Orris Woodview Residencies,3.6,2163.5439,1.0,undefined,C-75,9,2,1,0,0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,200.0,0,0,0,0
Orris Woodview Residencies,2.745,1646.8767,1.0,undefined,B-74,9,2,1,0,0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,201.0,0,0,0,0
Orris Woodview Residencies,6.0,4499.3102,1.0,undefined,F-120,9,2,1,0,0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,81.0,0,0,0,0
Vatika Express City,5.25,3595.1426,1.0,undefined,101,6,2,1,0,0,0,0,0,0,0,1,4.0,4.0,4.5,4.0,4.25,258.0,0,0,0,0
Ireo Project,1.44,1151.7373,1.0,undefined,122,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,281.0,0,0,0,0
ROF Insignia Park,2.16,1076.39,1.0,undefined,Sector 93 Gurgaon,14,1,1,0,0,0,0,0,0,0,1,4.0,4.0,4.5,4.0,4.25,82.0,0,0,0,0
Orris anandam sector 93,1.905,1345.4875,1.0,undefined,Sector 93 Gurgaon,8,0,0,0,0,0,0,0,0,0,1,4.0,4.0,4.5,4.0,4.25,130.0,0,0,0,0
Vatika India Next Plots3.6 ★,3.96,2163.5439,1.0,undefined,Sector 83 Gurgaon,15,2,5,1,0,0,0,0,0,0,0,5.0,5.0,4.0,5.0,4.75,166.0,0,0,0,0
Adani M2K Oyster Grande3.9 ★,3.87,1377.7792,2.0,undefined,Sector 102 Gurgaon,11,4,1,0,0,1,0,0,0,0,1,4.0,4.5,4.0,4.0,4.125,74.0,1,0,0,0
independent,1.305,904.1676,1.0,Future,Orris Aanadam Ora Sector 93 Gurgaon,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.5,4.0,4.25,420.0,0,0,0,0
Orris Aanandam Ora Sector 93,1.5,1033.3344,1.0,Future,Orris Aanandam Ora Sector 93,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.5,4.0,4.25,344.0,0,0,0,0
Orris Aanandam Ora Sector 93,1.5,1033.3344,1.0,Future,Orris Aanadam Ora,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.5,4.0,4.25,344.0,0,0,0,0
independent,1.4355000000000002,990.2788,1.0,Future,Sector 93 Gurgaon,8,0,0,0,0,0,0,0,0,0,1,4.0,4.0,4.5,4.0,4.25,344.0,0,0,0,0
DLF City Plots Phase 2,26.25,4520.838,1.0,undefined,DLF Phase 2,44,0,9,13,5,0,0,0,0,0,5,5.0,5.0,5.0,5.0,5.0,155.0,0,0,0,1
Urben Estate HUDA  RWA Sector-47 Gurgaon,4.65,1453.1265,1.0,Immediate,611,0,0,0,0,0,0,0,0,0,1,0,4.0,4.0,4.5,4.0,4.25,179.0,0,0,0,1
Adani M2K Oyster Grande3.9 ★,2.88,1216.3207,1.0,Immediate,Sector 102 Gurgaon,11,4,1,0,0,0,0,0,0,1,1,4.0,4.5,4.0,4.0,4.125,79.0,0,0,0,0
independent,10.425,2249.6551,1.0,Immediate,DLF Phase 2,44,0,9,13,5,0,0,0,0,1,5,5.0,5.0,5.0,5.0,5.0,80.0,0,0,0,0
independent,0.189,635.0701,2.0,Immediate,100,0,0,0,0,0,0,0,0,0,1,0,4.0,4.0,4.0,4.0,4.0,1070.0,0,0,1,0
