property_type,society,price,price_per_sqft,bedRoom,bathroom,balcony,noOfFloor,facing,agePossession,area,has_builtup_area,locality,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,environment,lifestyle,connectivity,safety,overall_rating,nearby_count,school_count,hospital_count,bank_count,metro_count,ready_to_move,corner_plot,park_facing,freehold,newly_renovated,rental_income,fully_furnished
house,independent,1.35,14931,3,4,3,3,Na,Moderately Old,904.0,1,Ashok Vihar,0,0,0,0,1,2,14,4.0,4.0,5.0,4.0,4.25,48,3,10,2,1,0,0,0,0,0,0,0
house,suncity avenue 76,1.125,15147,2,2,2,11,North-East,New Property,743.0,1,Sector 76 Gurgaon,0,0,0,0,0,0,23,4.0,4.0,5.0,4.0,4.25,6,1,1,0,0,0,0,0,0,0,0,0
house,independent,0.195,2482,1,1,0,0,North-West,Relatively New,786.0,0,Sohna Road,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,0,0,0,0,0,0,0,0,0,0,0,0
house,sheetla enclave,1.44,15202,7,4,2,3,Na,Moderately Old,947.0,0,Sector 5 Gurgaon,0,0,1,1,0,0,0,4.0,4.0,5.0,4.0,4.25,49,2,10,5,0,0,0,0,0,0,0,0
house,sneh vihar,2.0250000000000004,15050,5,5,3+,4,Na,Relatively New,1346.0,0,Sohna Road,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,47,3,6,4,0,0,0,0,1,0,0,0
house,not applicable,0.975,19691,2,1,1,3,East,Moderately Old,495.0,0,Laxman Vihar,0,0,0,0,0,0,4,4.0,4.0,5.0,4.0,4.25,49,1,14,5,0,0,0,0,0,0,0,0
house,independent,16.5,43302,8,11,3+,3,East,Old Property,3810.0,1,DLF Phase 3,1,1,0,1,1,2,33,4.0,5.0,5.0,4.0,4.5,0,0,0,0,0,0,0,0,0,0,0,0
house,adani brahma samsara4.2 â˜…,27.03,42276,9,12,3+,3,North-East,Relatively New,6394.0,1,Sector 60 Gurgaon,0,1,0,0,0,2,67,4.0,5.0,3.0,4.0,4.0,12,1,1,0,1,0,1,0,0,0,0,0
house,independent,0.99,12102,2,2,3,4,Na,New Property,818.0,1,Sector 36 Sohna,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,0,0,0,0,0,0,1,0,0,0,0,0
house,independent,6.9,30671,1,1,0,1,Na,Undefined,2250.0,1,"Gurgaon, Sector 14 Gurgaon",0,0,0,0,0,0,0,4.0,5.0,5.0,4.0,4.5,50,3,10,12,0,0,0,0,0,0,0,0
house,independent,2.85,52955,3,3,3+,3,Na,Old Property,538.0,1,Sushant Lok I,0,0,0,0,0,1,0,5.0,5.0,5.0,5.0,5.0,46,0,4,5,3,0,0,0,0,0,0,0
house,signature global city 63a,2.25,9416,3,3,2,1,Na,New Property,2390.0,1,Sector 63,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,5,0,1,1,0,0,0,0,0,0,0,0
house,independent,3.75,26799,5,4,3,1,East,Old Property,1399.0,1,Shivaji Nagar,0,0,1,0,0,0,0,4.0,4.0,5.0,4.0,4.25,49,2,21,3,0,0,0,0,0,0,0,0
house,independent,1.0499999999999998,10489,2,2,1,5,North-East,Undefined,1001.0,1,Daulatabad,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,0,0,0,0,0,0,0,0,0,0,0,0
house,rattan vihar rajendra park,1.275,21152,5,5,3+,4,Na,New Property,603.0,0,Dwarka Expressway Gurgaon,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,7,0,3,0,0,0,0,0,1,0,0,0
house,suncity township4.1 â˜…,3.0,46452,9,9,3,11,North,Relatively New,646.0,1,Sector 54 Gurgaon,0,1,0,0,0,2,0,4.0,5.0,4.0,4.0,4.25,48,1,6,13,4,0,0,0,0,0,1,1
house,independent,1.0499999999999998,11613,1,1,0,1,Na,Undefined,904.0,1,Palam Vihar Extension,0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,48,3,5,11,1,0,0,0,0,0,0,0
house,independent,1.335,28188,5,3,2,2,East,Old Property,474.0,0,New Colony,0,0,0,0,0,0,5,4.0,4.0,4.0,4.0,4.0,50,1,18,2,0,0,0,0,0,0,0,0
house,independent,1.2000000000000002,15702,1,1,0,1,Na,Undefined,764.0,1,"Gurgaon, Sector 69 Gurgaon",0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,43,0,7,10,0,0,0,0,0,0,0,1
house,independent,2.4000000000000004,247742,3,2,2,41,Na,Relatively New,97.0,0,Golf Course Road,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,46,0,2,7,3,0,0,0,1,0,0,0
house,independent,1.335,12159,1,1,0,1,Na,Undefined,1098.0,1,Sector 81,0,0,0,0,0,0,0,4.0,4.0,3.0,4.0,3.75,13,0,0,0,0,0,0,0,0,0,0,0
house,independent,2.01,7499,1,1,0,1,Na,Undefined,2680.0,1,"Gurgaon, Sector 108 Gurgaon",0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0
house,independent,2.55,12737,5,5,3,3,Na,Moderately Old,2002.0,1,Jacobpura,0,0,0,1,1,0,10,3.0,4.0,5.0,4.0,4.0,50,1,20,2,0,0,0,0,0,0,0,0
house,independent,0.51,11281,1,1,1,1,Na,Undefined,452.0,1,Sector 39,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,49,5,5,8,0,0,0,0,0,0,0,0
house,independent,14.85,74173,2,2,2,3,North,Undefined,2002.0,1,"Rajendera Park, Sector 105",0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,33,1,10,4,0,0,0,0,0,0,0,0
house,ashok vihar phase iii extension,0.6000000000000001,13272,7,4,3+,4,Na,New Property,452.0,0,"Street Number 7, Ashok Vihar Phase 3 Extension",0,0,0,1,0,0,4,3.0,4.0,4.0,4.0,3.75,47,1,10,5,0,1,0,0,0,0,1,0
house,independent,3.225,19583,1,1,0,1,Na,Undefined,1647.0,1,Sushant Lok I,0,0,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,47,1,5,6,2,0,0,0,0,0,0,0
house,ansal,2.7750000000000004,429677,8,8,3+,5,North-West,Relatively New,65.0,0,C Block Sushant Lok Phase 1,0,0,0,0,0,0,34,4.0,4.0,4.0,4.0,4.0,46,1,4,5,2,0,1,0,0,0,0,1
house,independent,0.675,12542,4,2,1,2,Na,Relatively New,538.0,0,Saraswati Enclave,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,44,0,25,0,0,0,0,0,0,0,0,0
house,independent,0.8699999999999999,15848,2,3,2,2,South-East,Relatively New,549.0,1,Sec 3 Bhim Vihar Part 1 Bhimgher Kheri,0,0,0,0,0,0,6,4.0,4.0,5.0,4.0,4.25,49,2,13,5,0,0,1,0,0,0,0,0
house,independent,2.55,28203,5,4,3+,3,East,Moderately Old,904.0,1,Near euro international School,0,0,0,0,0,0,18,4.0,4.0,5.0,4.0,4.25,50,0,27,1,0,0,0,0,0,0,0,0
house,independent,0.6900000000000001,10865,6,3,3,3,Na,Moderately Old,635.0,0,West Rajiv Nagar,0,0,0,0,0,0,0,3.0,4.0,5.0,3.0,3.75,50,2,14,2,0,0,0,0,0,0,0,0
house,independent,1.2000000000000002,12251,5,4,1,2,Na,Moderately Old,980.0,0,Sector 3 Gurgaon,0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,50,1,22,1,0,0,0,0,0,0,0,0
house,independent,0.8699999999999999,15848,2,3,2,2,South-East,Relatively New,549.0,1,"Gurgaon, Haryana, India, Bhimgarh Kheri Phase 3",0,0,0,0,0,0,6,4.0,4.0,5.0,4.0,4.25,49,2,13,5,0,0,1,0,0,0,0,0
house,independent,3.9,36232,4,4,3+,4,Na,Relatively New,1076.0,0,DLF Phase 3,1,0,1,1,0,2,0,4.0,5.0,5.0,4.0,4.5,44,0,3,11,6,0,1,0,0,0,0,0
house,project mianwali colony,3.0,22297,5,5,2,3,East,Undefined,1345.0,1,Near Bus Stand,0,0,0,0,0,0,0,3.0,4.0,4.0,4.0,3.75,50,2,13,3,0,0,0,0,0,0,0,0
house,independent,5.805,35715,19,17,3+,5,North-West,Relatively New,1625.0,1,Sector 17A Gurgaon,1,0,1,0,0,0,33,4.0,4.0,5.0,5.0,4.5,48,0,5,13,1,0,0,0,0,0,1,0
house,independent,0.975,226451,3,3,2,3,East,Old Property,43.0,0,HUDA Saraswati Vihar,0,0,0,0,0,0,9,4.0,4.0,5.0,4.0,4.25,0,0,0,0,0,0,0,0,0,0,0,0
house,independent,3.375,14449,3,2,1,1,North-East,Old Property,2336.0,1,Acharya Puri,0,1,0,1,0,0,6,4.0,5.0,5.0,5.0,4.75,50,2,15,2,0,0,0,0,0,0,0,0
house,nitin vihar,1.275,14101,3,2,0,1,West,Relatively New,904.0,0,Sector 33 Gurgaon,0,0,0,0,0,0,4,3.0,4.0,4.0,4.0,3.75,47,1,19,0,0,0,0,0,0,0,1,0
house,hans enclave,3.0,15147,11,10,3,3,East,Old Property,1981.0,1,Rajiv Chowk,0,0,1,1,0,0,10,3.0,4.0,4.0,4.0,3.75,48,2,17,3,0,0,0,0,0,0,0,0
house,sector 15 part 2 rwa,15.0,33180,5,5,2,2,East,Old Property,4521.0,0,Sector 15 Gurgaon,0,0,0,0,0,0,33,4.0,4.0,5.0,5.0,4.5,50,3,10,16,0,0,0,0,0,0,0,0
house,independent,5.25,48774,5,4,3,3,North-West,Old Property,1076.0,0,DLF Phase 3,0,0,0,0,0,0,9,4.0,5.0,5.0,4.0,4.5,44,0,3,11,6,0,0,0,0,0,0,0
house,independent,0.8250000000000001,10219,2,1,1,1,Na,Moderately Old,807.0,0,Laxman Vihar,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,49,1,12,5,0,0,0,0,1,0,0,0
house,independent,2.085,38741,2,2,1,3,North-East,Old Property,538.0,1,DLF Phase 4,0,0,1,0,0,0,26,5.0,4.0,5.0,5.0,4.75,47,0,5,8,3,0,0,0,0,0,0,0
house,independent,1.0499999999999998,9032,3,3,0,1,North-East,Relatively New,1163.0,0,Dharam Colony,0,0,0,0,0,0,19,4.0,4.0,4.0,4.0,4.0,49,3,9,6,1,0,0,0,0,0,0,0
house,independent,0.885,15226,2,2,2,2,Na,Moderately Old,581.0,0,Sector 8 Gurgaon,0,0,0,0,1,0,4,4.0,4.0,5.0,4.0,4.25,50,0,23,1,0,0,0,0,0,0,0,0
house,independent,6.0,26671,5,5,2,3,Na,Relatively New,2250.0,0,"Sushant Lok Phase 1, E-Block, Backside Of Sai Temple, Sector 53 Gurgaon",1,0,0,0,0,0,18,4.0,5.0,5.0,4.0,4.5,47,1,6,12,3,0,0,0,0,0,0,0
house,independent,18.75,60907,6,5,3,4,East,Moderately Old,3078.0,0,Sector 50 Gurgaon,1,1,0,1,0,2,20,5.0,5.0,5.0,4.0,4.75,45,3,3,7,0,0,0,0,0,0,0,0
house,u block dlf phase 3 road no 21,2.4000000000000004,44594,7,5,3+,4,Na,Old Property,538.0,0,DLF Phase 3,0,0,0,0,0,0,0,4.0,5.0,5.0,4.0,4.5,44,0,3,11,6,0,0,0,0,0,0,0
house,dlf city plots phase 3,2.4000000000000004,44594,8,5,3+,4,East,Old Property,538.0,1,DLF Phase 3,0,0,0,0,0,0,5,4.0,5.0,5.0,4.0,4.5,44,0,3,11,6,0,0,0,0,0,0,0
house,independent,4.35,16101,7,7,3,2,South-West,Old Property,2702.0,0,Mianwali Colony,0,0,0,0,0,0,4,3.0,4.0,4.0,4.0,3.75,50,1,15,3,0,0,0,0,0,0,0,0
house,palam vihar extension west zone rwa,0.6000000000000001,6636,6,4,2,2,West,Moderately Old,904.0,0,Palam Vihar Extension,0,0,0,0,0,0,14,4.0,4.0,4.0,4.0,4.0,43,3,5,8,1,0,0,0,0,0,1,0
house,independent,2.55,28203,2,2,3+,3,Na,Moderately Old,904.0,0,Sector 39 Gurgaon,0,1,1,0,0,0,26,4.0,4.0,5.0,4.0,4.25,49,5,5,8,0,0,0,0,0,0,0,0
house,cloudnine cottages,8.25,82414,3,3,0,1,Na,Moderately Old,1001.0,0,Sohna Road,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,47,3,6,4,0,0,0,0,1,0,0,0
house,ss aaron ville,10.125,29580,5,4,2,2,North,Old Property,3423.0,0,Uppals Southend,1,1,1,0,0,0,43,5.0,5.0,5.0,5.0,5.0,4,1,1,0,0,0,0,0,0,0,0,0
house,independent,8.25,7642,3,3,3+,2,West,Moderately Old,10796.0,1,Sohna Road,1,1,0,1,1,0,33,4.0,4.0,5.0,4.0,4.25,6,0,2,2,0,0,0,0,0,0,0,0
house,landmark house,4.125,38323,3,3,1,2,South-East,Moderately Old,1076.0,0,"C Block, Sushant Lok, Gurugram, Haryana 122002, Sector 43 Gurgaon",0,0,0,1,0,0,14,4.0,4.0,5.0,4.0,4.25,46,0,4,5,2,0,0,0,0,0,0,0
house,independent,0.405,17917,2,2,1,2,North-East,Moderately Old,226.0,0,Baldev Nagar,0,0,0,0,0,0,4,4.0,4.0,4.0,4.0,4.0,50,1,25,1,0,0,0,0,0,0,0,0
house,independent,1.0499999999999998,10489,2,3,1,1,North,Relatively New,1001.0,0,"House No 49, Ashok Vihar Phase 3 Extension",0,0,1,1,0,0,9,3.0,4.0,4.0,4.0,3.75,46,1,10,1,1,0,0,0,0,0,0,0
house,independent,1.4249999999999998,13372,10,10,3+,3,Na,New Property,1066.0,0,Sohna Road,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,47,3,6,4,0,0,0,0,0,0,0,0
house,independent,12.15,52994,5,5,2,4,East,Old Property,2293.0,0,DLF Phase 1,0,0,0,0,0,0,29,5.0,5.0,5.0,5.0,5.0,46,0,5,9,6,0,0,0,0,0,0,0
house,international city by sobha phase 2,10.5,19432,4,4,3+,2,West,Relatively New,5403.0,0,Sector 109 Gurgaon,0,0,0,0,0,2,60,5.0,4.0,3.0,4.0,4.0,8,1,1,0,1,0,0,0,0,0,0,0
house,independent,0.5700000000000001,12035,1,1,1,1,Na,Relatively New,474.0,1,"laxmna vihar, phase 2",0,0,0,0,1,0,19,4.0,4.0,5.0,4.0,4.25,50,1,22,1,0,0,0,0,0,0,0,0
house,independent,0.8999999999999999,7671,7,3,1,2,North,Moderately Old,1173.0,0,"Gali No.12, Surat Nagar 1",0,0,0,0,0,0,0,4.0,4.0,4.0,3.0,3.75,50,1,18,1,0,0,0,0,0,0,0,0
house,palam vihar extension west zone rwa,0.975,8627,2,2,1,1,North,Moderately Old,1130.0,0,Palam Vihar Extension,0,0,1,0,0,0,10,4.0,4.0,4.0,4.0,4.0,43,3,5,8,1,0,0,0,0,0,0,0
house,independent,10.8,23889,4,4,2,1,Na,Old Property,4521.0,0,Sector 17B Gurgaon,0,1,1,0,0,0,0,5.0,5.0,5.0,5.0,5.0,46,0,4,4,3,0,0,0,0,0,0,0
house,independent,2.25,16723,5,5,2,3,Na,Old Property,1345.0,0,Mianwali Colony,0,0,0,0,0,0,0,3.0,4.0,4.0,4.0,3.75,50,1,15,3,0,0,0,0,0,0,0,0
house,nirvana country,15.0,21439,5,7,2,4,East,Moderately Old,6997.0,1,Sector 50 Gurgaon,0,1,0,0,0,2,0,5.0,5.0,5.0,4.0,4.75,45,3,3,7,0,0,0,0,0,0,0,0
house,dlf city plots phase 2,23.25,51429,5,6,3+,3,East,Moderately Old,4521.0,0,DLF Phase 2,1,1,1,1,0,0,76,5.0,5.0,5.0,5.0,5.0,44,0,1,12,6,0,0,0,0,0,0,0
house,independent,22.125,77859,16,20,3+,4,East,New Property,2842.0,0,DLF Phase 1,1,1,1,1,0,2,76,5.0,5.0,5.0,5.0,5.0,44,0,5,7,6,0,0,0,0,0,0,0
house,dlf city plots,30.0,66359,16,20,3+,4,North-East,New Property,4521.0,0,DLF Phase 1,1,1,1,1,0,2,76,5.0,5.0,5.0,5.0,5.0,8,1,1,0,1,0,0,0,0,0,0,0
house,dlf city plots phase 4,14.31,44168,6,5,3+,3,North,New Property,3240.0,0,DLF Phase 4,1,1,1,1,0,0,76,5.0,4.0,5.0,5.0,4.75,47,0,5,7,4,0,0,0,0,0,0,0
house,dlf city plots phase 2,15.825,58573,5,6,3+,3,East,Moderately Old,2702.0,0,DLF Phase 2,1,1,1,1,0,0,76,5.0,5.0,5.0,5.0,5.0,44,0,1,12,6,0,1,0,0,0,0,0
house,dlf city plots,25.950000000000003,57401,6,7,3+,3,North,New Property,4521.0,0,DLF Phase 1,1,1,1,1,0,2,68,5.0,5.0,5.0,5.0,5.0,8,1,1,0,1,0,1,0,0,0,0,0
house,independent,5.475,35079,9,9,3+,3,West,New Property,1561.0,0,Palam Vihar,0,1,0,1,0,2,69,5.0,5.0,5.0,4.0,4.75,30,2,4,2,1,0,0,0,0,0,0,0
house,independent,28.35,62710,6,8,2,3,North-East,Relatively New,4521.0,0,DLF Phase 1,1,1,1,1,0,2,56,5.0,5.0,5.0,5.0,5.0,46,0,6,11,6,0,0,0,0,0,0,0
house,independent,13.5,41668,8,5,3+,3,Na,Old Property,3240.0,0,South City 1,0,1,1,1,0,0,5,5.0,5.0,5.0,5.0,5.0,49,1,3,7,1,0,0,0,0,0,0,0
house,emaar the palm springs,36.0,903922,5,5,2,1,North-East,Old Property,398.0,0,Sector 54 Gurgaon,1,1,0,1,0,2,69,4.0,5.0,4.0,4.0,4.25,9,1,1,0,1,0,0,0,0,0,0,0
house,independent,3.225,35668,3,3,3,3,Na,Moderately Old,904.0,0,Sector 40 Gurgaon,1,0,1,1,0,0,27,4.0,4.0,4.0,4.0,4.0,48,5,4,10,1,0,0,0,0,0,0,0
house,independent,3.375,37327,6,3,3+,3,North-West,Relatively New,904.0,0,Sector 51 Gurgaon,0,0,0,0,0,0,24,5.0,4.0,5.0,4.0,4.5,46,4,3,6,0,0,0,0,0,0,0,0
house,experion windchants3.8 â˜…,11.19,17620,4,4,3+,2,East,Relatively New,6351.0,1,Sector 112 Gurgaon,0,1,0,1,0,0,41,5.0,4.0,4.0,3.0,4.0,8,1,2,0,0,0,0,0,0,0,0,0
house,uppal southend4.0 â˜…,10.125,47992,12,12,3+,3,West,Moderately Old,2110.0,0,Uppals Southend,0,0,0,0,1,0,33,5.0,5.0,5.0,5.0,5.0,46,0,5,9,0,0,1,0,0,0,0,0
house,independent,0.8999999999999999,16723,8,4,3,3,West,New Property,538.0,0,Sector 105 Gurgaon,0,0,0,0,0,0,15,4.0,4.0,4.0,4.0,4.0,33,1,10,4,0,0,0,0,0,0,0,0
house,nirvana cedar crest,5.985,13302,4,5,3+,4,North-East,New Property,4499.0,0,Nirvana Country,0,1,0,1,0,0,59,5.0,5.0,5.0,5.0,5.0,46,3,2,7,0,0,0,0,0,0,0,0
house,dlf city plots phase 2,9.75,54240,5,5,3+,3,East,Old Property,1798.0,0,DLF Phase 2,1,1,1,1,0,2,63,5.0,5.0,5.0,5.0,5.0,44,0,1,12,6,0,0,0,0,0,0,0
house,kothi,10.425,23170,4,4,3+,2,Na,Old Property,4499.0,1,Sector 17B Gurgaon,1,1,1,1,0,0,19,5.0,5.0,5.0,5.0,5.0,46,0,4,4,3,0,0,0,0,0,0,0
house,international city by sobha phase 2,10.5,16848,5,5,3+,2,South,Relatively New,6232.0,0,Sector 109 Gurgaon,0,1,0,0,0,0,61,5.0,4.0,3.0,4.0,4.0,8,1,1,0,1,0,0,0,0,0,0,0
house,birla navya,5.775,23126,3,3,3+,4,Na,New Property,2497.0,0,Sector 63A Gurgaon,0,1,0,0,0,2,76,4.0,4.0,4.0,5.0,4.25,12,0,1,0,1,0,0,0,0,0,0,0
house,vatika signature villas,4.800000000000001,22186,3,4,3,1,Na,New Property,2164.0,0,Sector 82 Gurgaon,1,1,1,1,0,0,30,4.0,4.0,4.0,4.0,4.0,3,1,0,0,0,1,0,0,0,0,0,0
house,malibu towne,13.215,40788,8,6,3+,3,East,Moderately Old,3240.0,0,Malibu Town,1,1,0,0,1,2,18,5.0,4.0,5.0,5.0,4.75,45,3,2,5,0,0,0,0,0,0,0,0
house,independent,2.175,336774,4,4,3+,4,East,Relatively New,65.0,0,Sushant Lok Phase 2,0,0,1,0,0,0,42,4.0,4.0,5.0,4.0,4.25,46,1,6,14,2,0,0,0,0,0,0,0
house,independent,13.35,49413,4,4,3+,2,South-East,Old Property,2702.0,0,DLF Phase 1,1,1,1,1,0,0,40,5.0,5.0,5.0,5.0,5.0,46,0,6,11,6,0,0,0,0,0,0,0
house,dlf city plots phase 2,9.75,50323,9,9,3+,3,West,Old Property,1937.0,0,DLF Phase 2,1,1,1,1,0,2,68,5.0,5.0,5.0,5.0,5.0,44,0,1,12,6,0,0,0,0,0,0,0
house,independent,6.735,36591,9,9,3+,3,North-West,Moderately Old,1841.0,0,Sector 45 Gurgaon,0,0,0,0,1,2,55,4.0,4.0,5.0,4.0,4.25,48,5,5,10,1,1,0,0,0,0,0,0
house,vipul tatvam villa,33.0,36672,5,6,3,3,Na,Moderately Old,8999.0,0,Sector 48 Gurgaon,0,1,0,0,0,0,34,4.0,4.0,5.0,4.0,4.25,15,3,0,3,0,0,0,0,0,0,0,0
house,international city by sobha phase 2,14.25,39637,5,5,3+,2,South,Relatively New,3595.0,0,Sector 109 Gurgaon,1,1,1,1,0,0,69,5.0,4.0,3.0,4.0,4.0,8,1,1,0,1,0,0,0,0,0,0,0
house,vatika india next4.1 â˜…,10.5,295601,4,4,3+,3,North-East,Relatively New,355.0,1,Sector 82 Gurgaon,0,1,0,0,0,1,61,4.0,4.0,4.0,4.0,4.0,8,1,1,0,0,0,0,1,0,0,0,1
house,independent,6.2250000000000005,27671,5,4,2,2,North-West,Old Property,2250.0,0,Sector 14 Gurgaon,0,0,0,0,0,2,28,4.0,5.0,5.0,4.0,4.5,50,2,8,12,0,0,0,0,0,0,0,0
house,independent,4.35,17419,4,4,3,2,Na,Relatively New,2497.0,0,Ansal Plaza,0,1,0,0,0,2,15,5.0,5.0,5.0,5.0,5.0,27,2,2,3,1,0,0,0,0,0,0,0
house,emaar mgf marbella,18.0,57074,5,6,3+,4,North-East,New Property,3154.0,0,Sector 66 Gurgaon,0,1,0,1,0,0,25,3.0,4.0,4.0,4.0,3.75,14,1,1,0,1,0,1,0,0,0,0,0
house,tata primanti4.1 â˜…,12.75,20248,5,6,3+,10,East,Relatively New,6297.0,0,"5bhk With Pool, Sector 72 Gurgaon",1,1,1,1,0,2,76,4.0,4.0,5.0,4.0,4.25,10,2,1,0,1,0,0,0,0,0,0,0
house,independent,16.5,50927,4,4,2,3,East,New Property,3240.0,0,South City 1,1,1,0,1,0,0,23,5.0,5.0,5.0,5.0,5.0,49,1,3,7,1,0,0,0,0,0,0,0
house,central park flower valley cerise floors,2.0250000000000004,16797,2,2,2,4,East,New Property,1206.0,1,Sector-33 Sohna,1,0,0,0,0,0,68,4.0,4.0,5.0,4.0,4.25,15,1,4,0,0,1,0,0,0,0,0,0
house,independent,2.85,12669,4,3,2,2,North-East,Moderately Old,2250.0,0,Laxman Vihar Phase 2,0,0,1,1,0,2,28,4.0,4.0,5.0,4.0,4.25,49,1,15,5,0,0,0,0,0,0,0,0
house,independent,4.875,32350,5,6,3+,4,East,Relatively New,1507.0,0,Sector 56 Gurgaon,0,0,0,1,1,2,18,4.0,5.0,5.0,4.0,4.5,47,1,5,14,3,0,0,0,0,0,0,0
house,dlf city plots,28.5,63041,6,6,3,2,East,Relatively New,4521.0,0,DLF Phase 1,1,1,0,0,0,2,62,5.0,5.0,5.0,5.0,5.0,8,1,1,0,1,0,0,0,0,0,0,0
house,independent,10.95,56516,9,9,2,3,North-West,Relatively New,1938.0,1,DLF Phase 2,0,1,1,0,0,2,42,5.0,5.0,5.0,5.0,5.0,44,0,1,12,5,0,0,0,0,0,0,0
house,independent,8.399999999999999,31091,6,4,3,3,East,Old Property,2702.0,0,Sector 55 Gurgaon,0,1,0,0,0,0,28,4.0,4.0,5.0,4.0,4.25,42,1,5,13,3,0,0,0,0,0,0,0
house,independent,3.825,19742,3,3,2,3,Na,Relatively New,1937.0,1,A Block Sushant Lok Phase 1,0,0,0,0,0,2,18,4.0,4.0,5.0,3.0,4.0,48,0,5,12,3,1,0,0,1,0,0,0
house,independent,3.6,17981,3,3,2,2,North-East,Moderately Old,2002.0,0,Ansal Plaza,0,0,1,1,0,0,20,5.0,5.0,5.0,5.0,5.0,27,2,2,3,1,1,0,0,1,0,0,0
house,vipul tatvam villa,27.75,39662,4,4,1,1,Na,Moderately Old,6997.0,0,Sector 48 Gurgaon,0,0,0,0,0,0,26,4.0,4.0,5.0,4.0,4.25,15,3,0,3,0,0,0,0,0,0,0,1
house,independent,39.0,107834,16,16,3+,4,North-West,New Property,3617.0,1,DLF Phase 1,1,1,1,1,0,2,31,5.0,5.0,5.0,5.0,5.0,46,0,6,11,6,0,0,0,0,0,0,0
house,independent,2.55,28203,2,1,2,2,East,Old Property,904.0,0,Sector 10A Gurgaon,0,0,0,0,1,0,5,4.0,5.0,5.0,5.0,4.75,49,0,24,0,0,0,0,1,0,0,0,0
house,eros rosewood city4.0 â˜…,2.4000000000000004,44594,4,4,3,4,East,New Property,538.0,0,Sector 49 Gurgaon,0,0,0,0,0,0,14,4.0,4.0,5.0,5.0,4.5,46,0,5,9,0,0,0,0,0,0,1,0
house,satya the hermitage3.5 â˜…,6.525,20274,4,4,3+,2,North,Relatively New,3218.0,0,Sector 103 Gurgaon,1,1,1,1,0,0,76,4.0,4.0,4.0,4.0,4.0,15,1,1,0,2,1,0,0,0,0,0,0
house,vatika india next4.1 â˜…,10.2,31482,4,4,3+,3,North-East,Relatively New,3240.0,0,Sector 82 Gurgaon,0,1,0,0,0,1,61,4.0,4.0,4.0,4.0,4.0,8,1,1,0,0,0,0,1,0,0,0,1
house,dlf city plots phase 2,15.0,605890,12,12,3+,4,North,Relatively New,248.0,0,DLF Phase 2,1,1,0,0,0,2,67,5.0,5.0,5.0,5.0,5.0,44,0,1,12,5,0,0,0,0,0,0,0
house,independent,6.9,31892,3,3,3+,2,North,Old Property,2164.0,0,Sushant Lok Phase 2,0,1,1,1,0,2,19,4.0,4.0,5.0,4.0,4.25,48,0,6,11,3,0,0,0,0,0,0,0
house,emaar emerald hills4.1 â˜…,18.75,52154,4,4,3+,2,East,Relatively New,3595.0,0,Sector 65 Gurgaon,1,1,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,10,1,1,0,0,0,1,1,0,0,0,0
house,ansal api spanish court,4.35,27871,4,4,3,2,North,Relatively New,1561.0,1,"Block Ansals Palam Vihar, Palam Vihar",0,0,1,0,0,2,30,5.0,5.0,5.0,4.0,4.75,38,3,6,2,1,0,0,1,0,0,0,0
house,independent,41.25,36532,6,7,3+,3,North-East,Relatively New,11291.0,0,Sushant Lok Phase 1,1,1,0,1,1,2,29,5.0,5.0,5.0,5.0,5.0,47,1,4,7,1,0,0,0,0,0,0,0
house,independent,12.0,39394,9,9,3,4,North-East,Relatively New,3046.0,0,Sector 27 Gurgaon,1,1,1,1,0,1,49,5.0,4.0,5.0,4.0,4.5,47,0,4,8,3,1,0,0,1,0,0,0
house,independent,3.375,61480,11,11,3+,5,West,New Property,549.0,1,Sushant Lok Phase 1,0,0,0,0,1,2,19,5.0,5.0,5.0,5.0,5.0,46,1,4,5,2,0,0,1,0,0,1,1
house,independent,12.465,36302,5,6,3+,4,North-East,Old Property,3434.0,0,Sushant Lok Phase 3,1,1,1,1,0,0,5,4.0,4.0,4.0,4.0,4.0,45,1,6,13,0,0,1,0,0,0,0,0
