property_type,society,price,price_per_sqft,area,bedRoom,bathroom,balcony,floorNum,facing,agePossession,builtup_area_sqft,carpet_area_sqft,Super_Built_up_area,has_super_builtup,has_builtup_area,has_carpet_area,locality,study room,servant room,store room,pooja room,others,luxury_score,environment,lifestyle,connectivity,safety,overall_rating,nearby_count,school_count,hospital_count,bank_count,metro_count,ready_to_move,corner_property,park_facing,freehold,rental_income,fully_furnished,newly_renovated
flat,maa bhagwati residency,0.45,5000.0,900.0,2,2,1,4.0,West,1 to 5 Year Old,894.0218049156085,899.9696789999999,944.0970219758872,0,0,1,Krishna Colony,0,0,0,0,0,5,5.0,5.0,5.0,5.0,5.0,50,1,19,5,0,1,0,0,0,0,0,0
flat,apna enclave,0.5,7692.0,650.0,2,2,1,1.0,West,10+ Year Old,688.068339079919,650.031921,709.3370995711226,0,0,1,Ashok Vihar,0,0,0,0,0,5,5.0,5.0,5.0,5.0,5.0,49,2,14,5,0,0,0,0,0,0,0,0
flat,tulsiani easy in homes,0.4,6722.0,595.0,2,2,3,12.0,Unknown,0 to 1 Year Old,642.7585765960673,595.0283919999999,657.6899166420744,0,0,1,Sohna,0,0,0,0,0,8,5.0,5.0,5.0,5.0,5.0,6,0,0,0,1,0,0,0,0,0,0,0
flat,parkwood westend,0.7,5204.0,1345.0,2,2,3,5.0,Unknown,Under Construction,1260.6189741031358,1164.6409752712311,1344.949305,1,0,0,Sector 92 Gurgaon,1,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,11,0,0,0,0,0,0,1,1,0,0,0
flat,signature global infinity mall,0.41,6269.0,654.0,2,2,3,3.0,Unknown,1 to 5 Year Old,654.014564,608.8902858339006,713.0932583295988,0,1,0,Sector 36 Gurgaon,0,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0
flat,signature global city 81,0.96,9767.0,983.0,2,2,2,1.0,Unknown,Under Construction,962.3983555730576,1074.990693,1022.0373162142688,0,0,1,Sector 81 Gurgaon,0,0,0,0,0,8,5.0,5.0,5.0,5.0,5.0,7,1,0,0,0,0,0,0,0,0,0,0
flat,hcbs sports ville3.6 â˜…,0.29,5587.0,519.0,2,2,1,4.0,Unknown,1 to 5 Year Old,580.1487229820177,519.035258,586.3229002310261,0,0,1,Sohna,0,0,0,0,0,7,5.0,5.0,5.0,5.0,5.0,5,0,0,0,0,0,0,0,0,0,0,0
flat,godrej,0.95,6859.0,1385.0,2,2,3+,3.0,South-East,Under Construction,1293.5715286368463,1196.8117821851142,1384.9910129999998,1,0,0,Sector 33 Gurgaon,0,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0
flat,shree vardhman flora3.8 â˜…,0.7,5384.0,1300.0,2,2,3,13.0,Unknown,0 to 1 Year Old,1223.547350252712,1128.4488174931128,1299.956203,1,0,0,Sector 90 Gurgaon,1,0,0,0,0,3,5.0,5.0,5.0,5.0,5.0,10,1,1,0,0,1,0,0,0,0,0,0
flat,senate court,0.9,14084.0,639.0,1,1,0,0.0,Unknown,1 to 5 Year Old,639.052743,596.8262332411945,699.007662985313,0,1,0,Sector 62 Gurgaon,0,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,43,1,5,8,0,0,0,1,0,0,0,0
flat,smart world gems,0.86,7796.0,1103.0,2,3,3,4.0,Unknown,Under Construction,1061.2560191741886,970.0075934422384,1102.976833,1,0,0,Sector 89 Gurgaon,0,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,14,1,1,0,1,0,0,0,1,0,0,0
flat,the serenas,0.42,7910.0,531.0,2,2,1,3.0,Unknown,1 to 5 Year Old,590.0344893421308,530.9831869999999,597.5913765064547,0,0,1,Sector 36 Gurgaon,0,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0
flat,apex builders,0.42,5600.0,750.0,2,2,2,4.0,North,1 to 5 Year Old,770.4497254141949,750.028552,803.2410685330284,0,0,1,Sector 37C Gurgaon,0,0,0,0,0,7,5.0,5.0,5.0,5.0,5.0,32,0,15,0,0,0,0,1,0,0,0,0
flat,adani aangan arcade,0.45,7194.0,626.0,2,2,1,8.0,Unknown,0 to 1 Year Old,668.2968063596928,625.490229,686.8001470202653,0,0,1,Sector 88A Gurgaon,0,0,0,0,0,3,5.0,5.0,5.0,5.0,5.0,6,1,1,0,0,0,0,0,0,0,0,0
flat,sare green parc,0.85,6538.0,1300.0,3,2,2,20.0,Unknown,1 to 5 Year Old,1299.956203,1128.4488174931128,1319.71289782351,0,1,0,Sector 92 Gurgaon,0,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,50,1,5,8,2,0,0,0,0,0,0,0
flat,shree vardhman flora3.8 â˜…,0.75,5769.0,1300.0,2,2,3,8.0,North-East,1 to 5 Year Old,1223.547350252712,1299.956203,1319.71289782351,0,0,1,Sector 90 Gurgaon,0,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,10,1,1,0,0,0,0,0,0,0,0,0
flat,supertech hues,0.82,6950.0,1180.0,2,2,3+,21.0,Unknown,Under Construction,1124.6896866515808,1031.9363967514632,1180.046357,1,0,0,Sector 68 Gurgaon,0,0,0,0,1,14,5.0,5.0,5.0,5.0,5.0,25,0,6,7,0,0,0,0,1,0,0,0
flat,breez global hill view,0.2999,5403.0,555.0,2,2,2,6.0,North-East,0 to 1 Year Old,609.806022062357,555.0,654.983315,1,0,1,Sohna,0,0,0,0,0,18,5.0,5.0,5.0,5.0,5.0,15,1,1,1,0,0,0,0,0,0,0,0
flat,ild greens4.1 â˜…,0.78,5714.0,1365.0,2,2,3,1.0,North,5 to 10 Year Old,1068.1,900.0,1364.970159,1,1,1,Sector 37C Gurgaon,0,0,0,0,0,18,5.0,5.0,5.0,5.0,5.0,9,1,1,0,0,0,0,0,0,0,0,0
flat,ashiana mulberry,0.74,6200.0,1194.0,2,2,3+,12.0,North-West,0 to 1 Year Old,1136.2230807383794,1209.969999,1220.17469072389,0,0,1,Sohna,0,0,0,0,0,11,5.0,5.0,5.0,5.0,5.0,6,1,1,0,0,0,0,0,0,0,1,0
flat,pooja apartment,0.25,3571.0,700.0,2,2,2,2.0,East,1 to 5 Year Old,729.2590322470569,699.976417,756.2890840520755,0,0,1,Ashok Vihar Phase 3 Extension,0,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,47,1,10,5,0,0,0,1,0,0,0,0
flat,signature global park4.0 â˜…,0.95,7846.0,1211.0,3,2,3+,1.0,Unknown,1 to 5 Year Old,1210.723472,756.6,1236.138365447414,0,1,1,Sohna,0,0,0,0,0,8,5.0,5.0,5.0,5.0,5.0,8,1,1,0,1,0,0,1,0,0,0,0
flat,supertech araville,0.83,5424.0,1530.0,2,2,3,5.0,North-East,0 to 1 Year Old,1413.0245388215462,1529.9807459999995,1535.6920264358932,0,0,1,Sector 79 Gurgaon,1,0,0,0,0,8,5.0,5.0,5.0,5.0,5.0,4,0,0,0,0,0,0,0,0,0,1,0
flat,signature global park4.0 â˜…,0.83,7410.0,1120.0,3,2,2,1.0,Unknown,0 to 1 Year Old,1075.2608548510152,1119.983795,1150.6857536920795,0,0,1,Sohna,0,0,0,0,0,4,5.0,5.0,5.0,5.0,5.0,8,1,1,0,1,0,0,0,0,0,0,0
flat,maxworth city residences,0.8,6400.0,1250.0,2,3,2,9.0,Unknown,0 to 1 Year Old,1182.3566570855735,1250.011707,1272.7609133425572,0,0,1,Sector 10A Gurgaon,0,0,0,0,0,8,5.0,5.0,5.0,5.0,5.0,49,0,24,0,0,0,0,0,0,0,0,0
flat,shree shyam residency,0.23,5000.0,460.0,1,1,1,2.0,South,1 to 5 Year Old,531.5437050447949,460.049086,530.9195585435017,0,0,1,Block A Surya Vihar,0,0,0,0,0,2,5.0,5.0,5.0,5.0,5.0,49,1,15,5,0,0,0,1,0,0,0,0
flat,pivotal devaan,0.3,6666.0,450.0,1,1,1,14.0,Unknown,0 to 1 Year Old,523.3055664113674,450.038659,521.5291616473112,0,0,1,Sector 84 Gurgaon,0,0,0,0,0,3,5.0,5.0,5.0,5.0,5.0,15,4,2,1,0,0,0,0,0,0,0,0
flat,chd avenue 713.6 â˜…,0.79,6594.0,1198.0,2,2,2,8.0,South-East,1 to 5 Year Old,1139.5183361917504,1046.413259862711,1198.02207,1,0,0,Sector 71 Gurgaon,0,0,0,0,1,0,5.0,5.0,5.0,5.0,5.0,15,0,2,1,0,1,0,1,1,0,0,0
flat,"gokuldham society, bahadurgarh",0.5,5555.0,900.0,2,2,2,2.0,Unknown,5 to 10 Year Old,894.0218049156085,750.0,899.9696789999999,1,0,1,Sector-7 Housing Board,0,0,1,0,0,0,5.0,5.0,5.0,5.0,5.0,50,1,22,1,0,1,0,0,0,0,0,0
flat,sare crescent parc royal greens phase 1,0.95,5007.0,1897.0,4,5,3+,4.0,Unknown,5 to 10 Year Old,1715.3642266683387,1608.598110682818,1897.029736,1,0,0,Sector 92 Gurgaon,0,1,0,0,0,6,5.0,5.0,5.0,5.0,5.0,8,0,0,0,0,0,0,0,0,0,0,0
flat,umang winter hills3.9 â˜…,0.99,7857.0,1260.0,2,2,2,1.0,North,1 to 5 Year Old,1190.5947957190017,1000.0,1260.022134,1,0,1,Sector 77 Gurgaon,0,0,0,0,0,15,5.0,5.0,5.0,5.0,5.0,10,1,1,0,0,1,0,0,0,0,0,0
flat,ramsons kshitij3.7 â˜…,0.29,5178.0,560.0,2,2,2,14.0,Unknown,1 to 5 Year Old,613.9250913790708,533.2888895862752,560.045717,1,0,0,Sector 95 Gurgaon,0,0,0,0,0,9,5.0,5.0,5.0,5.0,5.0,3,0,0,0,0,0,0,0,0,0,0,0
flat,sidhartha ncr one,0.55,5556.0,990.0,2,2,3,15.0,North-East,1 to 5 Year Old,989.955883,950.0,1028.6105940416023,0,1,1,Sector 95 Gurgaon,0,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,0,0,0,0,0,0,0,1,0,0,0,0
flat,raheja sampada,0.65,4744.0,1370.0,3,2,3,6.0,North-East,1 to 5 Year Old,1281.214320686705,1184.7477295924082,1370.029192,1,0,0,Sector 92 Gurgaon,0,0,0,0,0,8,5.0,5.0,5.0,5.0,5.0,14,1,1,1,0,1,0,0,0,0,0,0
flat,signature the serenas,0.5,9406.0,532.0,2,2,2,6.0,Unknown,0 to 1 Year Old,590.8583032054735,531.521382,598.5304161960738,0,0,1,Sohna,0,0,0,0,0,6,5.0,5.0,5.0,5.0,5.0,7,1,1,0,0,1,0,0,0,0,0,0
flat,pareena laxmi apartments3.6 â˜…,0.3175,5521.0,575.0,2,2,1,2.0,Unknown,0 to 1 Year Old,626.2822993292122,570.17,575.007538,1,0,1,Sector 99A Gurgaon,0,0,0,0,0,9,5.0,5.0,5.0,5.0,5.0,15,2,1,2,0,1,0,1,0,0,0,0
flat,satya the hermitage3.5 â˜…,0.93,6404.0,1452.0,2,3,3,3.0,East,1 to 5 Year Old,1348.7670574808112,1452.05011,1462.446930645607,0,0,1,Sector 103 Gurgaon,0,1,0,0,0,15,5.0,5.0,5.0,5.0,5.0,15,1,1,0,2,0,1,0,0,0,0,0
flat,gls arawali homes3.8 â˜…,0.3,4687.0,640.0,2,2,2,4.0,Unknown,1 to 5 Year Old,679.8302004464914,640.021494,699.9467026749321,0,0,1,Sohna,0,0,0,0,0,8,5.0,5.0,5.0,5.0,5.0,6,0,0,0,0,0,0,0,0,0,0,0
flat,signature global park4.0 â˜…,0.56,6812.0,822.0,2,2,3,3.0,South,0 to 1 Year Old,829.7643235748734,822.039043,870.8519261856005,0,0,1,Sohna,0,0,0,0,0,20,5.0,5.0,5.0,5.0,5.0,8,1,1,0,1,0,0,1,0,0,0,0
flat,anamika enclave,0.64,6500.0,985.0,2,2,1,1.0,Unknown,0 to 1 Year Old,964.0459832997428,875.1037130462832,999.96631,1,0,0,Sector 15 Part 1,0,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,49,3,15,5,0,0,0,0,0,0,0,0
flat,hcbs sports ville3.6 â˜…,0.28,3768.0,743.0,2,2,1,11.0,East,1 to 5 Year Old,743.032017,643.0,796.667790705695,0,1,1,Sohna,0,0,0,0,0,6,5.0,5.0,5.0,5.0,5.0,5,0,0,0,0,1,0,0,0,0,0,0
flat,huda ashok vihar phase 13.9 â˜…,0.43,6615.0,650.0,2,2,1,2.0,Unknown,1 to 5 Year Old,688.068339079919,650.031921,709.3370995711226,0,0,1,Laxman Vihar,0,0,0,0,0,2,5.0,5.0,5.0,5.0,5.0,49,1,13,5,0,0,0,0,0,0,0,0
flat,my home,0.285,3166.0,900.0,2,1,1,2.0,Unknown,1 to 5 Year Old,894.0218049156085,899.9696789999999,944.0970219758872,0,0,1,New Palam Vihar,0,0,0,0,1,2,5.0,5.0,5.0,5.0,5.0,32,1,6,1,1,0,0,1,0,0,0,0
flat,signature global park4.0 â˜…,0.9,8035.0,1120.0,3,2,2,2.0,South,Under Construction,1075.2608548510152,983.6801863806388,1119.983795,1,0,0,Sohna,0,0,0,0,0,24,5.0,5.0,5.0,5.0,5.0,8,1,1,0,1,0,0,1,1,0,0,0
flat,signature global park4.0 â˜…,0.9,8036.0,1120.0,3,2,0,2.0,Unknown,Under Construction,1119.983795,983.6801863806388,1150.6857536920795,0,1,0,Sohna,0,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,8,1,1,0,1,0,0,0,0,0,0,0
flat,supertech hues,0.93,8611.0,1080.0,2,2,2,11.0,Unknown,1 to 5 Year Old,1042.308300317305,1080.049726,1113.1241661073173,0,0,1,Sector 68 Gurgaon,0,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0
flat,hcbs sports ville3.6 â˜…,0.24,7407.0,324.0,1,1,2,1.0,North,0 to 1 Year Old,419.5050196301799,323.99339,403.21016075530986,0,0,1,Sohna,0,0,0,0,0,12,5.0,5.0,5.0,5.0,5.0,5,0,0,0,0,1,1,0,0,0,0,0
flat,ramsons kshitij3.7 â˜…,0.315,4500.0,700.0,2,2,1,8.0,Unknown,1 to 5 Year Old,729.2590322470569,443.32,699.976417,1,0,1,Sector 95 Gurgaon,0,0,0,0,1,5,5.0,5.0,5.0,5.0,5.0,3,0,0,0,0,0,0,0,0,0,1,0
flat,pareena laxmi apartments3.6 â˜…,0.32,6106.0,524.0,2,2,2,2.0,Unknown,0 to 1 Year Old,584.2677922987315,424.8,523.9866519999999,1,0,1,Sector 99A Gurgaon,0,0,0,0,0,9,5.0,5.0,5.0,5.0,5.0,15,2,1,2,0,1,0,1,0,0,0,0
flat,pyramid elite,0.45,7739.0,581.0,2,2,1,4.0,Unknown,Under Construction,631.2251825092687,581.3582389999999,644.5433609874077,0,0,1,Sector 86 Gurgaon,0,0,0,0,0,13,5.0,5.0,5.0,5.0,5.0,8,1,1,0,0,0,0,1,0,0,0,0
flat,not applicable,0.42,5600.0,750.0,2,2,1,3.0,Unknown,1 to 5 Year Old,770.4497254141949,750.028552,803.2410685330284,0,0,1,Laxman Vihar,0,0,0,0,0,6,5.0,5.0,5.0,5.0,5.0,49,1,14,5,0,0,0,0,0,0,0,0
flat,czar mahira homes 63a,0.42,7407.0,567.0,3,2,2,1.0,Unknown,1 to 5 Year Old,619.6917884224702,567.042252,631.3968053327409,0,0,1,Sector 63A Gurgaon,0,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,8,1,1,0,2,0,0,0,0,0,0,0
flat,breez global heights4.2 â˜…,0.4,6420.0,623.0,2,2,1,4.0,North-East,0 to 1 Year Old,665.8253647696645,599.0,623.014532,1,0,1,Sohna,0,0,0,0,0,8,5.0,5.0,5.0,5.0,5.0,10,1,1,0,0,0,0,0,0,0,0,0
flat,trisara our homes 3,0.34,5405.0,629.0,2,2,1,0.0,Unknown,0 to 1 Year Old,670.7682479497211,629.0423159999999,689.6172660891224,0,0,1,Sohna,0,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,13,1,1,1,1,0,0,0,0,0,0,0
flat,godrej summit premia towers,0.9,7149.0,1259.0,2,2,0,16.0,Unknown,1 to 5 Year Old,1258.945744,1095.4737404063826,1281.2122705491288,0,1,0,Sector 104 Gurgaon,0,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,47,1,12,5,0,0,0,0,0,0,0,0
flat,m3m one key resiments,0.8,13115.0,610.0,1,1,0,0.0,Unknown,1 to 5 Year Old,609.990213,573.5023982286291,671.7755119863604,0,1,0,Sector 67 Gurgaon,0,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,7,1,1,0,0,0,0,0,0,0,0,0
flat,mvn athens3.7 â˜…,0.26,5397.0,482.0,2,2,1,2.0,Unknown,1 to 5 Year Old,549.6676100383356,481.792164,551.5784317151209,0,0,1,Sohna,0,0,0,0,0,5,5.0,5.0,5.0,5.0,5.0,10,0,0,5,0,0,0,0,0,0,0,0
flat,signature the serenas,0.42,7909.0,531.0,2,2,1,12.0,Unknown,0 to 1 Year Old,590.0344893421308,530.9831869999999,597.5913765064547,0,0,1,Sohna,0,0,0,0,0,10,5.0,5.0,5.0,5.0,5.0,7,1,1,0,0,0,0,0,0,1,0,0
flat,umang monsoon breeze,0.9,4615.0,1950.0,3,3,2,1.0,Unknown,5 to 10 Year Old,1900.0,1854.0,1949.988124,1,1,1,Sector 78 Gurgaon,0,1,0,1,0,12,5.0,5.0,5.0,5.0,5.0,7,0,0,1,1,0,0,0,0,0,0,0
flat,gls avenue 51,0.42,7106.0,591.0,2,2,1,4.0,East,1 to 5 Year Old,639.4633211426963,591.0457489999999,653.9337578835982,0,0,1,Sector 92 Gurgaon,1,0,0,1,0,7,5.0,5.0,5.0,5.0,5.0,4,0,1,0,0,0,0,0,0,0,0,0
flat,signature global solera3.7 â˜…,0.5,7692.0,650.0,2,2,1,11.0,Unknown,1 to 5 Year Old,688.068339079919,605.6732051425123,546.052647,1,0,0,Sector 107 Gurgaon,0,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,11,0,1,0,0,0,0,0,1,0,0,0
flat,supertech araville,0.9,5883.0,1530.0,2,2,3,5.0,Unknown,1 to 5 Year Old,1450.0,1400.0,1529.9807459999995,1,1,1,Sector 79 Gurgaon,1,0,0,0,0,9,5.0,5.0,5.0,5.0,5.0,4,0,0,0,0,0,0,1,0,0,0,0
flat,shyam sadan,0.55,6470.0,850.0,2,2,1,4.0,West,1 to 5 Year Old,852.8311117484707,699.976417,897.1450374949342,0,0,1,Ashok Vihar Phase 2,1,0,0,0,0,12,5.0,5.0,5.0,5.0,5.0,49,1,12,5,0,0,0,0,0,0,0,0
flat,hanumanta apartment,0.43,5308.0,810.0,2,2,1,1.0,Unknown,5 to 10 Year Old,819.8785572147603,734.3564327980447,809.983475,1,0,0,Rajiv Colony,0,0,0,0,0,1,5.0,5.0,5.0,5.0,5.0,48,0,24,0,0,0,0,0,0,0,0,0
flat,supertech hilltown,0.8,5556.0,1440.0,3,2,3,8.0,Unknown,1 to 5 Year Old,1439.994542,1080.0,1451.178454370178,0,1,1,Sector 2 Gurgaon,0,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0
flat,ashiyara 2,0.45,4500.0,1000.0,3,3,2,18.0,Unknown,Under Construction,976.4031912498843,887.1677656389894,999.96631,1,0,0,Garauli Kalan,0,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,15,0,7,0,0,0,0,0,0,0,0,0
flat,raheja vedaanta3.6 â˜…,0.7,4666.0,1500.0,2,2,1,10.0,West,5 to 10 Year Old,1467.980682,1150.0,1507.5208357473216,0,1,1,Sector 108 Gurgaon,0,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0
flat,green court3.7 â˜…,0.45,7188.0,626.0,2,2,1,2.0,Unknown,0 to 1 Year Old,668.2968063596928,626.028424,686.8001470202653,0,0,1,Sector 90 Gurgaon,0,0,0,0,0,7,5.0,5.0,5.0,5.0,5.0,15,3,2,2,0,0,0,0,0,0,0,0
flat,pyramid urban homes 2,0.5,9615.0,520.0,2,2,1,10.0,Unknown,1 to 5 Year Old,580.9725368453604,520.004009,587.2619399206451,0,0,1,Sector 86 Gurgaon,0,0,0,0,0,3,5.0,5.0,5.0,5.0,5.0,10,1,0,0,0,0,0,0,0,0,0,0
flat,ashiana anmol3.5 â˜…,0.9,9463.0,951.0,2,2,2,13.0,South,1 to 5 Year Old,936.0363119460892,951.0,1274.983955,1,0,1,Sohna,0,0,0,0,0,23,5.0,5.0,5.0,5.0,5.0,13,1,1,0,0,0,0,0,0,0,0,0
flat,signature signum 95a,0.4,7782.0,514.0,2,2,2,3.0,East,0 to 1 Year Old,576.0296536653038,513.976225,581.6277017829308,0,0,1,Sector 95A Gurgaon,0,0,0,0,0,7,5.0,5.0,5.0,5.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0
flat,rof ananda,0.25,6578.0,380.0,1,1,1,4.0,Unknown,0 to 1 Year Old,465.6385959773743,388.5202584738013,379.96566999999993,1,0,0,Sector 95 Gurgaon,0,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,15,0,0,0,1,0,0,0,1,0,0,0
flat,smart world gems,0.88,7963.0,1105.0,2,2,3,2.0,Unknown,Under Construction,1062.9036469008738,1105.021974,1136.600158347794,0,0,1,Sector 89 Gurgaon,1,0,0,0,0,7,5.0,5.0,5.0,5.0,5.0,14,1,1,0,1,0,0,0,0,0,0,0
flat,raheja vanya,0.85,6789.0,1252.0,2,2,2,3.0,West,Under Construction,1184.0042848122594,1089.843849196453,1251.949209,1,0,0,Sector 99A Gurgaon,0,0,0,0,0,9,5.0,5.0,5.0,5.0,5.0,13,1,1,0,0,0,0,0,0,0,0,0
flat,vatika inxt floors,0.75,7500.0,1000.0,2,2,2,1.0,Unknown,1 to 5 Year Old,999.96631,650.0,1038.0009909377927,0,1,1,Sector 82A Gurgaon,0,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,6,1,0,0,0,0,0,0,0,0,0,0
flat,supertech hues,0.9,7627.0,1180.0,2,2,2,1.0,East,0 to 1 Year Old,1124.6896866515808,1180.046357,1207.0281350692233,0,0,1,Sector 68 Gurgaon,0,0,0,0,0,7,5.0,5.0,5.0,5.0,5.0,25,0,6,7,0,0,0,0,0,0,0,0
flat,shree shyam residency,0.22,4731.0,465.0,1,1,1,2.0,East,1 to 5 Year Old,535.6627743615088,465.0,585.017965,1,0,1,Block A Surya Vihar,0,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,49,1,16,5,0,0,0,0,0,0,0,0
flat,project krishna colony,0.36,5142.0,700.0,2,2,1,0.0,Unknown,1 to 5 Year Old,699.976417,645.8867137848662,756.2890840520755,0,1,0,Sector 7 Gurgaon,0,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,50,1,22,5,0,0,0,0,0,0,0,0
flat,mvn athens3.7 â˜…,0.25,4258.0,587.0,2,2,1,0.0,Unknown,1 to 5 Year Old,586.955467,555.0041842531464,650.177599125122,0,1,0,Sohna,0,0,0,0,0,7,5.0,5.0,5.0,5.0,5.0,10,0,0,5,0,0,0,1,0,0,0,0
flat,ansal heights3.2 â˜…,0.6,4546.0,1320.0,2,2,3,11.0,Unknown,Under Construction,1240.023627519567,1144.5342209500543,1319.9770569999998,1,0,0,Sector 92 Gurgaon,0,0,0,0,1,5,5.0,5.0,5.0,5.0,5.0,5,0,0,0,0,0,0,0,0,0,0,0
flat,hcbs sports ville3.6 â˜…,0.295,3970.0,743.0,2,2,1,4.0,Unknown,1 to 5 Year Old,743.032017,519.0,796.667790705695,0,1,1,Sohna,0,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,5,0,0,0,0,0,0,0,0,0,0,0
flat,hcbs sports ville3.6 â˜…,0.38,5067.0,750.0,2,2,2,9.0,East,1 to 5 Year Old,750.028552,650.0,803.2410685330284,0,1,1,Sohna,0,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,5,0,0,0,0,0,0,0,0,0,0,0
flat,housing apna enclave3.7 â˜…,0.39,4105.0,950.0,2,2,1,1.0,North-East,1 to 5 Year Old,950.021814,750.0,991.04900645684,0,1,1,Sector 4 Gurgaon,0,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,49,2,14,5,0,0,0,0,0,0,0,0
flat,lotus homz4.0 â˜…,0.6,8450.0,710.0,2,2,3,9.0,East,0 to 1 Year Old,737.4971708804845,709.9868439999999,765.6794809482661,0,0,1,Sector 111 Gurgaon,0,0,0,0,0,9,5.0,5.0,5.0,5.0,5.0,15,3,2,2,1,0,0,1,0,0,0,0
flat,ramson kshitij sec-95 gurugram,0.27,2700.0,1000.0,2,2,0,1.0,West,1 to 5 Year Old,976.4031912498843,550.0,999.96631,1,0,1,Sector 95 Gurgaon,0,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,4,0,0,0,0,0,0,0,0,0,0,0
flat,maruti vihar colony,0.95,8886.0,1069.0,2,1,1,1.0,Unknown,10+ Year Old,1033.2463478205343,1068.962909,1102.7947295215076,0,0,1,Chakkarpur,0,0,0,0,0,10,5.0,5.0,5.0,5.0,5.0,49,0,3,12,6,1,0,0,0,0,0,0
flat,supertech basera,0.36,7643.0,471.0,2,2,1,4.0,Unknown,Under Construction,546.052647,471.0,541.2489951293113,0,1,1,Sector 79 Gurgaon,0,0,0,0,0,12,5.0,5.0,5.0,5.0,5.0,4,0,0,0,0,0,0,0,0,0,0,0
flat,signature global the millennia,0.55,9166.0,600.0,2,2,3,3.0,Unknown,0 to 1 Year Old,646.8776459127811,565.4596965001583,599.979786,1,0,0,Sector 37D Gurgaon,0,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,15,0,2,0,0,0,0,0,0,0,0,0
flat,raheja vanya,0.59,3975.0,1484.0,2,2,3,1.0,East,Under Construction,1375.1291011077792,1276.434529296975,1252.164487,1,0,0,Sector 99A Gurgaon,0,0,0,0,1,17,5.0,5.0,5.0,5.0,5.0,13,1,1,0,0,0,1,1,1,0,0,0
flat,"ganpati apartment  2, laxman vihar phase 1",0.45,4705.0,956.0,2,2,1,0.0,East,1 to 5 Year Old,940.155381262803,850.025183,996.6832445945544,0,0,1,Laxman Vihar,0,0,0,0,0,7,5.0,5.0,5.0,5.0,5.0,49,1,12,5,0,0,0,1,0,0,0,0
flat,ramprastha the atrium3.4 â˜…,0.9,6225.0,1446.0,3,3,2,13.0,South-East,1 to 5 Year Old,1185.0,975.0,1284.994382,1,1,1,Sector 37D Gurgaon,0,0,0,0,0,6,5.0,5.0,5.0,5.0,5.0,4,1,0,0,0,0,0,0,0,0,1,0
flat,eldeco accolade3.8 â˜…,0.95,6542.0,1452.0,2,2,3+,6.0,East,0 to 1 Year Old,1348.7670574808112,849.0,1452.05011,1,0,1,Sohna,1,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,7,1,1,0,0,1,0,0,0,0,0,0
flat,allure homes,0.72,7272.0,990.0,2,2,1,2.0,Unknown,1 to 5 Year Old,968.1650526164568,989.955883,1028.6105940416023,0,0,1,Sector 12 Gurgaon,0,0,0,0,1,3,5.0,5.0,5.0,5.0,5.0,15,0,2,0,0,0,0,0,0,0,0,0
flat,zara aavaas,0.4,7036.0,569.0,2,2,1,4.0,North,1 to 5 Year Old,621.3394161491556,540.5273211418989,568.441559,1,0,0,Sector 104 Gurgaon,0,0,0,0,0,8,5.0,5.0,5.0,5.0,5.0,10,1,1,0,0,0,0,1,0,0,0,0
