property_type,society,price,price_per_sqft,area,bedRoom,bathroom,balcony,floorNum,facing,agePossession,builtup_area_sqft,carpet_area_sqft,Super_Built_up_area,has_super_builtup,has_builtup_area,has_carpet_area,locality,study room,servant room,store room,pooja room,others,luxury_score,environment,lifestyle,connectivity,safety,overall_rating,nearby_count,school_count,hospital_count,bank_count,metro_count,ready_to_move,corner_property,park_facing,freehold,rental_income,fully_furnished,newly_renovated
flat,m3m woodshire4.0 â˜…,0.88,6442.0,1366.0,2,2,3+,3.0,East,1 to 5 Year Old,1277.9190652333336,1181.5306489010195,1366.046549,1,0,0,Sector 107 Gurgaon,0,0,0,0,0,18,5.0,5.0,5.0,5.0,5.0,6,1,0,0,0,0,1,0,0,0,0,0
flat,vatika the seven lamps3.8 â˜…,0.9425,6567.0,1435.0,2,2,2,12.0,East,1 to 5 Year Old,1334.7622218039842,1237.025290827468,1435.043148,1,0,0,Sector 82 Gurgaon,1,0,0,0,0,19,5.0,5.0,5.0,5.0,5.0,10,1,1,0,0,0,1,1,0,0,0,0
flat,vatika the seven lamps3.8 â˜…,0.805,6192.0,1300.0,2,2,2,15.0,West,1 to 5 Year Old,1223.547350252712,1128.4488174931128,1299.956203,1,0,0,Sector 82 Gurgaon,0,0,0,0,0,22,5.0,5.0,5.0,5.0,5.0,10,1,1,0,0,0,1,1,0,0,0,0
flat,vatika the seven lamps3.8 â˜…,0.9375,6533.0,1435.0,2,2,3+,9.0,North,1 to 5 Year Old,1334.7622218039842,1237.025290827468,1435.043148,1,0,0,Sector 82 Gurgaon,1,0,0,0,0,22,5.0,5.0,5.0,5.0,5.0,10,1,1,0,0,0,1,1,0,0,0,0
flat,vatika the seven lamps3.8 â˜…,0.775,5932.0,1306.0,2,2,2,0.0,North-West,1 to 5 Year Old,1228.4902334327685,1133.274438530195,1298.018701,1,0,0,Sector 82 Gurgaon,0,0,0,0,0,19,5.0,5.0,5.0,5.0,5.0,10,1,1,0,0,0,1,1,0,0,0,0
flat,vatika the seven lamps3.8 â˜…,0.855,5979.0,1430.0,2,2,2,9.0,North-East,1 to 5 Year Old,1330.6431524872703,1233.0039399632328,1429.984115,1,0,0,Sector 82 Gurgaon,1,0,0,0,0,21,5.0,5.0,5.0,5.0,5.0,10,1,1,0,0,0,1,1,0,0,0,0
flat,orris aster court,0.685,5221.0,1312.0,2,2,2,5.0,South-West,1 to 5 Year Old,1075.0,975.0,1312.011771,1,1,1,Sector 85 Gurgaon,0,0,0,0,0,6,5.0,5.0,5.0,5.0,5.0,6,0,0,0,1,1,0,0,0,0,0,0
flat,orris carnation residency3.7 â˜…,0.799,4857.0,1645.0,3,4,3,4.0,West,1 to 5 Year Old,1390.0,1275.0,1645.046837,1,1,1,Sector 85 Gurgaon,0,1,0,0,0,7,5.0,5.0,5.0,5.0,5.0,8,2,2,0,0,1,0,0,0,0,0,0
flat,shree vardhman flora3.8 â˜…,0.645,6789.0,950.0,2,2,3,9.0,South-East,1 to 5 Year Old,1050.0,950.0,1350.008338,1,1,1,Sector 90 Gurgaon,1,0,0,0,0,11,5.0,5.0,5.0,5.0,5.0,10,1,1,0,0,1,0,0,0,0,0,0
flat,vatika gurgaon 213.7 â˜…,0.84,6746.0,1245.0,2,2,2,7.0,East,5 to 10 Year Old,1178.23758776886,1084.2139579865234,1244.952674,1,0,0,Sector 83 Gurgaon,0,0,0,0,0,28,5.0,5.0,5.0,5.0,5.0,10,1,0,0,1,0,0,1,0,0,0,0
flat,sare homes,0.5,4237.0,1180.0,3,3,2,1.0,North,1 to 5 Year Old,1124.6896866515808,1031.9363967514632,1180.046357,1,0,0,Sector 92 Gurgaon,0,0,0,0,0,4,5.0,5.0,5.0,5.0,5.0,8,0,0,0,0,1,0,0,0,0,0,0
flat,umang winter hills3.9 â˜…,0.7120000000000001,5305.0,1342.0,2,2,2,6.0,North-West,1 to 5 Year Old,1258.1475325131078,810.0,1342.043052,1,0,1,Sector 77 Gurgaon,1,0,0,0,0,20,5.0,5.0,5.0,5.0,5.0,10,1,1,0,0,0,0,0,0,0,0,0
flat,ashiana mulberry,0.9,6143.0,1465.0,2,2,3+,7.0,North-East,5 to 10 Year Old,1100.0,1000.0,1464.96679,1,1,1,Sohna,1,0,0,0,0,27,5.0,5.0,5.0,5.0,5.0,6,1,1,0,0,0,0,0,0,0,0,0
flat,signature global solera3.7 â˜…,0.5,7751.0,645.0,3,2,2,6.0,North-East,1 to 5 Year Old,683.9492697632052,644.972888,704.6419011230273,0,0,1,Sector 107 Gurgaon,0,0,0,0,1,8,5.0,5.0,5.0,5.0,5.0,11,0,1,0,0,1,0,0,0,0,0,0
flat,signature global solera3.7 â˜…,0.36,5980.0,602.0,2,2,1,7.0,North-West,1 to 5 Year Old,598.0,546.0,602.0249269999999,1,1,1,Sector 107 Gurgaon,0,0,0,0,1,8,5.0,5.0,5.0,5.0,5.0,11,0,1,0,0,1,0,0,0,0,0,0
flat,rof ananda,0.31,5644.0,549.0,2,2,1,5.0,North,1 to 5 Year Old,604.8631388823004,549.174178,614.4940909195979,0,0,1,Sector 95 Gurgaon,0,0,0,1,0,13,5.0,5.0,5.0,5.0,5.0,15,0,0,0,1,1,0,1,0,0,0,0
flat,sare homes,0.71,5354.0,1326.0,3,3,3,2.0,North-West,1 to 5 Year Old,1244.9665106996235,1326.004841,1344.1279297536057,0,0,1,Sector 92 Gurgaon,0,0,0,1,0,19,5.0,5.0,5.0,5.0,5.0,8,0,0,0,0,1,0,1,0,0,0,0
flat,signature global solera3.7 â˜…,0.285,5828.0,489.0,2,2,2,0.0,North-East,1 to 5 Year Old,555.4343070817349,489.003977,558.1517095424543,0,0,1,Sector 107 Gurgaon,0,0,0,0,0,7,5.0,5.0,5.0,5.0,5.0,11,0,1,0,0,1,0,1,0,0,0,0
flat,signature global solera3.7 â˜…,0.2775,5674.0,489.0,2,2,2,11.0,North,1 to 5 Year Old,555.4343070817349,489.003977,558.1517095424543,0,0,1,Sector 107 Gurgaon,0,0,0,0,0,6,5.0,5.0,5.0,5.0,5.0,11,0,1,0,0,1,0,1,0,0,0,0
flat,signature global solera3.7 â˜…,0.275,5623.0,489.0,2,2,2,14.0,North-West,1 to 5 Year Old,555.4343070817349,489.003977,558.1517095424543,0,0,1,Sector 107 Gurgaon,0,0,0,0,0,7,5.0,5.0,5.0,5.0,5.0,11,0,1,0,0,1,0,1,0,0,0,0
flat,signature global solera3.7 â˜…,0.28,5725.0,489.0,2,2,2,10.0,South,1 to 5 Year Old,555.4343070817349,489.003977,558.1517095424543,0,0,1,Sector 107 Gurgaon,0,0,0,0,0,7,5.0,5.0,5.0,5.0,5.0,11,0,1,0,0,1,0,1,0,0,0,0
flat,signature global grand iva3.9 â˜…,0.235,6527.0,360.0,1,1,1,4.0,North-East,1 to 5 Year Old,449.1623187105191,360.052455,437.0155895815959,0,0,1,Sector 103 Gurgaon,0,0,0,0,0,4,5.0,5.0,5.0,5.0,5.0,12,4,2,0,0,1,0,0,0,0,0,0
flat,signature global solera3.7 â˜…,0.355,6489.0,547.0,2,2,2,8.0,North-West,1 to 5 Year Old,603.2155111556149,547.021398,612.6160115403598,0,0,1,Sector 107 Gurgaon,0,0,0,0,0,9,5.0,5.0,5.0,5.0,5.0,11,0,1,0,0,1,0,1,0,0,0,0
flat,signature global solera3.7 â˜…,0.51,7906.0,645.0,3,2,2,9.0,South,1 to 5 Year Old,683.9492697632052,644.972888,704.6419011230273,0,0,1,Sector 107 Gurgaon,0,0,0,0,1,3,5.0,5.0,5.0,5.0,5.0,11,0,1,0,0,1,0,0,0,0,0,0
flat,signature global solera3.7 â˜…,0.35,6398.0,547.0,2,2,2,8.0,South,1 to 5 Year Old,603.2155111556149,547.021398,612.6160115403598,0,0,1,Sector 107 Gurgaon,0,0,0,0,0,9,5.0,5.0,5.0,5.0,5.0,11,0,1,0,0,1,0,1,0,0,0,0
flat,signature global solera3.7 â˜…,0.285,5828.0,489.0,2,2,2,11.0,South,1 to 5 Year Old,555.4343070817349,489.003977,558.1517095424543,0,0,1,Sector 107 Gurgaon,0,0,0,0,0,9,5.0,5.0,5.0,5.0,5.0,11,0,1,0,0,1,0,1,0,0,0,0
flat,signature global solera3.7 â˜…,0.36,6581.0,547.0,2,2,2,8.0,South-East,1 to 5 Year Old,603.2155111556149,547.021398,612.6160115403598,0,0,1,Sector 107 Gurgaon,0,0,0,0,0,9,5.0,5.0,5.0,5.0,5.0,11,0,1,0,0,1,0,1,0,0,0,0
flat,shree vardhman flora3.8 â˜…,0.92,4906.0,1875.0,3,4,3,4.0,North-East,1 to 5 Year Old,1697.240321674798,1161.0,1874.963741,1,0,1,Sector 90 Gurgaon,0,1,0,0,0,22,5.0,5.0,5.0,5.0,5.0,10,1,1,0,0,1,0,1,0,0,0,0
flat,tulip lemon3.9 â˜…,0.62,12863.0,482.0,2,2,1,4.0,North-East,1 to 5 Year Old,549.6676100383356,482.007442,551.5784317151209,0,0,1,Sector 69 Gurgaon,0,0,0,0,0,22,5.0,5.0,5.0,5.0,5.0,34,0,6,9,0,1,0,1,0,0,0,0
flat,professional society,0.75,3067.0,2445.0,3,4,3,3.0,East,1 to 5 Year Old,2166.81422378017,2445.019885,2394.9133424373317,0,0,1,IMT Manesar,0,1,0,0,0,5,5.0,5.0,5.0,5.0,5.0,11,0,1,0,0,0,0,0,0,0,0,0
flat,tarc maceo3.8 â˜…,0.89,6339.0,1404.0,2,2,3+,9.0,East,1 to 5 Year Old,1309.2239920403586,1200.0,1404.0431159999998,1,0,1,Sector 91 Gurgaon,0,0,0,0,1,3,5.0,5.0,5.0,5.0,5.0,10,1,1,0,0,1,0,0,0,0,0,0
flat,signature global synera3.4 â˜…,0.49,6666.0,735.0,2,2,3,5.0,South,1 to 5 Year Old,700.0,635.0,734.9590919999999,1,1,1,Sector 81 Gurgaon,0,0,0,0,0,22,5.0,5.0,5.0,5.0,5.0,10,1,1,0,0,1,0,1,0,0,0,0
flat,signature global synera3.4 â˜…,0.5,6802.0,735.0,2,2,3,6.0,South,1 to 5 Year Old,700.0,635.0,734.9590919999999,1,1,1,Sector 81 Gurgaon,0,0,0,0,0,22,5.0,5.0,5.0,5.0,5.0,10,1,1,0,0,1,0,1,0,0,0,0
flat,umang winter hills3.9 â˜…,0.92,5049.0,1822.0,3,3,3,17.0,North-East,1 to 5 Year Old,1653.5781869176317,1400.0,1822.005353,1,0,1,Sector 77 Gurgaon,0,0,0,0,1,8,5.0,5.0,5.0,5.0,5.0,10,1,1,0,0,1,0,0,0,0,0,0
flat,hsiidc sidco shivalik apartments3.8 â˜…,0.73,3560.0,2051.0,3,3,3+,2.0,South,5 to 10 Year Old,1842.231561623123,1400.0,2049.984755,1,0,1,Sector 1 Imt Manesar,0,1,0,0,0,17,5.0,5.0,5.0,5.0,5.0,12,0,2,0,0,1,0,1,0,0,0,0
flat,imt view society,0.95,3653.0,2601.0,3,4,3,6.0,South-East,5 to 10 Year Old,2295.32918646164,1900.0,2600.020045,1,0,1,Sector 1 Imt Manesar,0,1,0,0,0,16,5.0,5.0,5.0,5.0,5.0,12,0,2,0,0,1,0,1,0,0,0,0
flat,hsiidc sidco shivalik apartments3.8 â˜…,0.48,3840.0,1250.0,2,2,3,7.0,South,5 to 10 Year Old,1182.3566570855735,770.0,1250.011707,1,0,1,Sector 1 Imt Manesar,0,0,0,0,0,18,5.0,5.0,5.0,5.0,5.0,12,0,2,0,0,1,0,1,0,0,0,0
flat,hsiidc sidco aravali,0.86,3323.0,2588.0,3,3,3+,3.0,South,5 to 10 Year Old,1900.0,1877.0,2587.964477,1,1,1,Sector 1 Imt Manesar,0,1,0,0,0,17,5.0,5.0,5.0,5.0,5.0,12,0,2,0,0,1,0,1,0,0,0,0
flat,hsiidc sidco aravali,0.81,3129.0,2589.0,3,3,3+,2.0,South-West,5 to 10 Year Old,1900.0,1877.0,2587.964477,1,1,1,Sector 1 Imt Manesar,0,1,0,0,0,15,5.0,5.0,5.0,5.0,5.0,12,0,2,0,0,1,0,1,0,0,0,0
flat,signature andour heights3.8 â˜…,0.37,7400.0,500.0,1,1,2,2.0,North-East,1 to 5 Year Old,425.0,366.48,499.983155,1,1,1,Sector 71 Gurgaon,0,0,0,0,0,6,5.0,5.0,5.0,5.0,5.0,15,0,1,2,0,0,0,1,0,0,1,0
flat,signature andour heights3.8 â˜…,0.59,8428.0,700.0,2,2,1,6.0,North-East,5 to 10 Year Old,639.0,540.89,699.976417,1,1,1,Sector 71 Gurgaon,0,0,0,0,0,12,5.0,5.0,5.0,5.0,5.0,15,0,1,2,0,0,0,1,0,0,0,0
flat,signature andour heights3.8 â˜…,0.6,10000.0,600.0,2,2,1,5.0,South-West,1 to 5 Year Old,646.8776459127811,514.0,599.979786,1,0,1,Sector 71 Gurgaon,0,0,0,1,0,11,5.0,5.0,5.0,5.0,5.0,15,0,1,2,0,0,0,1,0,0,0,0
flat,signature andour heights3.8 â˜…,0.37,8222.0,450.0,1,1,2,2.0,North-East,1 to 5 Year Old,450.038659,366.48,521.5291616473112,0,1,1,Sector 71 Gurgaon,0,0,0,0,0,12,5.0,5.0,5.0,5.0,5.0,15,0,1,2,0,0,1,1,0,0,0,0
flat,m3m woodshire4.0 â˜…,0.9,6588.0,1366.0,2,2,3+,4.0,Unknown,1 to 5 Year Old,1277.9190652333336,1181.5306489010195,1366.046549,1,0,0,Sector 107 Gurgaon,0,0,0,0,0,4,5.0,5.0,5.0,5.0,5.0,6,1,0,0,0,1,0,0,0,0,0,0
flat,conscient habitat3.6 â˜…,0.271,5599.0,484.0,2,2,1,8.0,South-West,1 to 5 Year Old,551.3152377650212,484.052583,553.456511094359,0,0,1,Sector 99A Gurgaon,0,0,0,0,1,8,5.0,5.0,5.0,5.0,5.0,0,0,0,0,0,1,0,0,0,0,0,0
flat,prime habitat,0.261,4745.0,550.0,2,2,1,6.0,North-East,1 to 5 Year Old,605.6869527456431,550.03529,615.4331306092168,0,0,1,Sector 99A Gurgaon,0,0,0,0,1,15,5.0,5.0,5.0,5.0,5.0,8,1,1,0,0,1,0,0,0,0,0,0
flat,paras dews,0.95,6859.0,1385.0,2,2,3+,2.0,North,1 to 5 Year Old,940.0,845.0,1384.9910129999998,1,1,1,Sector 106 Gurgaon,0,0,0,0,0,8,5.0,5.0,5.0,5.0,5.0,11,1,1,0,1,1,0,0,0,0,0,0
flat,paras dews,0.92,6642.0,1385.0,2,2,3+,2.0,East,1 to 5 Year Old,940.0,845.0,1384.9910129999998,1,1,1,Sector 106 Gurgaon,0,0,0,0,0,31,5.0,5.0,5.0,5.0,5.0,11,1,1,0,1,1,0,1,0,0,0,0
flat,paras dews,0.87,9255.0,940.0,2,2,3+,1.0,North-East,0 to 1 Year Old,1120.0,940.0,1384.9910129999998,1,1,1,Sector 106 Gurgaon,0,0,0,0,0,31,5.0,5.0,5.0,5.0,5.0,11,1,1,0,1,0,0,0,1,0,0,0
flat,ramprastha the edge towers3.5 â˜…,0.8,8888.0,900.0,2,2,3,10.0,South-East,1 to 5 Year Old,1310.0,900.0,1380.039619,1,1,1,Sector 37D Gurgaon,0,0,0,0,1,30,5.0,5.0,5.0,5.0,5.0,15,3,1,3,0,1,0,0,0,0,0,0
flat,ramprastha the edge towers3.5 â˜…,0.98,5536.0,1770.0,3,3,3+,5.0,North-East,1 to 5 Year Old,1675.0,1400.0,1770.015716,1,1,1,Sector 37D Gurgaon,0,0,0,1,0,31,5.0,5.0,5.0,5.0,5.0,15,3,1,3,0,0,0,1,1,0,0,0
flat,imperia the esfera,0.99,5454.0,1815.0,3,4,3,9.0,North-East,1 to 5 Year Old,1647.8114898742324,1510.0,1815.008818,1,0,1,Sector 37C Gurgaon,0,1,0,0,0,8,5.0,5.0,5.0,5.0,5.0,8,2,1,0,0,1,0,0,0,0,0,0
flat,imperia the esfera,0.86,5449.0,1578.0,2,3,3,9.0,South-East,1 to 5 Year Old,1452.5676042619984,1310.0,1577.9877399999998,1,0,1,Sector 37C Gurgaon,1,0,0,0,1,8,5.0,5.0,5.0,5.0,5.0,8,2,1,0,0,1,0,0,0,0,0,0
flat,imperia the esfera,0.98,5399.0,1815.0,3,4,3,9.0,South-West,1 to 5 Year Old,1647.8114898742324,1510.0,1815.008818,1,0,1,Sector 37C Gurgaon,0,1,0,0,1,8,5.0,5.0,5.0,5.0,5.0,8,2,1,0,0,1,0,0,0,0,0,0
flat,imperia the esfera,0.85,5386.0,1578.0,2,3,3,9.0,South-East,1 to 5 Year Old,1452.5676042619984,1310.0,1577.9877399999998,1,0,1,Sector 37C Gurgaon,1,0,0,0,0,8,5.0,5.0,5.0,5.0,5.0,8,2,1,0,0,1,0,0,0,0,0,0
flat,pivotal devaan,0.365,7588.0,481.0,2,2,1,9.0,West,1 to 5 Year Old,548.8437961749928,481.0,582.972824,1,0,1,Sector 84 Gurgaon,0,0,1,0,0,14,5.0,5.0,5.0,5.0,5.0,15,4,2,1,0,0,0,0,0,0,0,0
flat,pivotal devaan,0.34,7039.0,483.0,2,2,1,1.0,East,1 to 5 Year Old,550.4914239016784,482.976193,552.51747140474,0,0,1,Sector 84 Gurgaon,0,0,1,0,0,16,5.0,5.0,5.0,5.0,5.0,15,4,2,1,0,0,0,0,0,0,0,0
flat,pivotal devaan,0.34,5831.0,583.0,2,2,1,3.0,East,1 to 5 Year Old,632.8728102359541,484.0,582.972824,1,0,1,Sector 84 Gurgaon,0,0,1,0,0,15,5.0,5.0,5.0,5.0,5.0,15,4,2,1,0,0,0,0,0,0,0,0
flat,pivotal devaan,0.35,7276.0,481.0,2,2,1,10.0,West,1 to 5 Year Old,548.8437961749928,481.0,582.972824,1,0,1,Sector 84 Gurgaon,0,0,1,0,0,16,5.0,5.0,5.0,5.0,5.0,15,4,2,1,0,0,0,0,0,0,0,0
flat,aipl club residences,0.85,9139.0,930.0,2,2,2,5.0,South-East,1 to 5 Year Old,918.7362208158912,830.868853539694,930.00096,1,0,0,Sector 70A Gurgaon,0,0,0,0,0,12,5.0,5.0,5.0,5.0,5.0,11,1,1,0,0,1,0,1,0,0,0,0
flat,ramsons kshitij3.7 â˜…,0.175,544.0,3217.0,1,1,1,12.0,North-East,1 to 5 Year Old,2802.7985262807792,3211.94776,3119.851982823244,0,0,1,Sector 95 Gurgaon,0,0,0,0,0,10,5.0,5.0,5.0,5.0,5.0,3,0,0,0,0,0,0,0,0,0,0,0
flat,rof ananda,0.2,5463.0,366.0,1,1,1,10.0,West,1 to 5 Year Old,454.1052018905757,366.080239,442.6498277193103,0,0,1,Sector 95 Gurgaon,0,0,0,0,0,15,5.0,5.0,5.0,5.0,5.0,15,0,0,0,1,1,0,1,0,0,0,0
flat,hsiidc sidco shivalik apartments3.8 â˜…,0.6,4000.0,1500.0,3,2,2,5.0,South-East,5 to 10 Year Old,1388.3101229212634,1077.0,1499.949465,1,0,1,Sector 1 Imt Manesar,0,0,0,0,0,17,5.0,5.0,5.0,5.0,5.0,12,0,2,0,0,1,0,1,0,0,0,0
flat,rof ananda,0.37,5744.0,644.0,3,2,1,6.0,South-East,1 to 5 Year Old,683.1254558998625,644.111776,703.7028614334083,0,0,1,Sector 95 Gurgaon,0,0,0,1,0,13,5.0,5.0,5.0,5.0,5.0,15,0,0,0,1,1,0,1,0,0,0,0
flat,rof ananda,0.38,5899.0,644.0,3,2,1,2.0,South-East,1 to 5 Year Old,683.1254558998625,644.111776,703.7028614334083,0,0,1,Sector 95 Gurgaon,0,0,0,1,0,12,5.0,5.0,5.0,5.0,5.0,15,0,0,0,1,1,0,1,0,0,0,0
flat,rof ananda,0.32,5827.0,549.0,2,2,1,9.0,North,1 to 5 Year Old,604.8631388823004,549.174178,614.4940909195979,0,0,1,Sector 95 Gurgaon,0,0,0,1,0,13,5.0,5.0,5.0,5.0,5.0,15,0,0,0,1,1,0,1,0,0,0,0
flat,rof ananda,0.315,5736.0,549.0,2,2,1,10.0,North,1 to 5 Year Old,604.8631388823004,549.174178,614.4940909195979,0,0,1,Sector 95 Gurgaon,0,0,0,1,0,10,5.0,5.0,5.0,5.0,5.0,15,0,0,0,1,1,0,1,0,0,0,0
flat,rof ananda,0.2,5463.0,366.0,1,1,1,9.0,South-West,1 to 5 Year Old,454.1052018905757,366.080239,442.6498277193103,0,0,1,Sector 95 Gurgaon,0,0,0,1,0,9,5.0,5.0,5.0,5.0,5.0,15,0,0,0,1,1,0,1,0,0,0,0
flat,rof ananda,0.205,5599.0,366.0,1,1,1,2.0,South-West,1 to 5 Year Old,454.1052018905757,366.080239,442.6498277193103,0,0,1,Sector 95 Gurgaon,0,0,0,1,0,10,5.0,5.0,5.0,5.0,5.0,15,0,0,0,1,1,0,1,0,0,0,0
flat,signature andour heights3.8 â˜…,0.55,8607.0,639.0,2,2,1,7.0,South-East,1 to 5 Year Old,600.0,541.0,639.052743,1,1,1,Sector 71 Gurgaon,0,0,0,0,0,4,5.0,5.0,5.0,5.0,5.0,15,0,1,2,0,0,0,0,0,0,0,0
flat,sare homes,0.68,5238.0,1298.0,3,3,2,11.0,North-West,1 to 5 Year Old,1221.8997225260264,1298.018701,1317.834818444272,0,0,1,Sector 92 Gurgaon,0,0,0,1,0,17,5.0,5.0,5.0,5.0,5.0,8,0,0,0,0,1,0,1,0,0,0,0
flat,suncity avenue 1023.9 â˜…,0.475,8928.0,532.0,2,2,1,5.0,South-East,1 to 5 Year Old,590.8583032054735,532.0,631.948569,1,0,1,Sector 102 Gurgaon,0,0,1,0,0,26,5.0,5.0,5.0,5.0,5.0,12,1,1,0,0,1,0,1,0,0,0,0
flat,bestech park view residency3.9 â˜…,0.98,6261.0,1565.0,2,2,3,14.0,South-West,5 to 10 Year Old,1441.858024038543,1341.5804132975882,1564.9634209999997,1,0,0,Palam Vihar,1,0,0,0,0,18,5.0,5.0,5.0,5.0,5.0,10,1,1,0,1,1,0,1,0,0,0,0
flat,bestech park view residency3.9 â˜…,0.562,8632.0,651.0,1,2,2,7.0,North-East,5 to 10 Year Old,688.8921529432617,651.0006719999999,710.2761392607417,0,0,1,Palam Vihar,0,0,0,0,0,17,5.0,5.0,5.0,5.0,5.0,10,1,1,0,1,1,0,1,0,0,0,0
flat,suncity avenue 1023.9 â˜…,0.48,9022.0,532.0,2,2,1,5.0,North-East,1 to 5 Year Old,590.8583032054735,532.0,631.948569,1,0,1,Sector 102 Gurgaon,0,0,1,0,0,29,5.0,5.0,5.0,5.0,5.0,12,1,1,0,0,1,0,1,0,0,0,0
flat,vatika gurgaon 213.7 â˜…,0.83,6666.0,1245.0,2,2,2,12.0,North,1 to 5 Year Old,1154.0,945.0,1244.952674,1,1,1,Sector 83 Gurgaon,0,0,0,1,0,29,5.0,5.0,5.0,5.0,5.0,10,1,0,0,1,1,0,1,0,0,0,0
flat,shapoorji pallonji joyville gurugram4.0 â˜…,0.97,16454.0,590.0,2,2,2,10.0,North-East,1 to 5 Year Old,638.6395072793534,589.49,915.039139,1,0,1,Sector 102 Gurgaon,0,0,0,0,0,28,5.0,5.0,5.0,5.0,5.0,13,1,1,0,0,1,0,1,0,0,0,0
flat,pyramid urban homes 2,0.43,8582.0,501.0,2,2,1,6.0,North-East,0 to 1 Year Old,565.3200734418481,500.951906,569.4201858178831,0,0,1,Sector 86 Gurgaon,1,0,0,0,0,14,5.0,5.0,5.0,5.0,5.0,10,1,0,0,0,1,0,0,0,0,0,0
flat,pyramid urban homes 2,0.43,8582.0,501.0,2,2,1,6.0,North-East,0 to 1 Year Old,565.3200734418481,500.951906,569.4201858178831,0,0,1,Sector 86 Gurgaon,0,0,0,0,1,12,5.0,5.0,5.0,5.0,5.0,10,1,0,0,0,1,0,0,0,0,0,0
flat,pyramid urban homes 2,0.425,8483.0,501.0,2,2,1,2.0,North-East,0 to 1 Year Old,565.3200734418481,500.951906,569.4201858178831,0,0,1,Sector 86 Gurgaon,1,1,0,1,1,13,5.0,5.0,5.0,5.0,5.0,10,1,0,0,0,1,0,0,0,0,0,0
flat,apex our homes,0.35,3783.0,925.0,2,2,1,7.0,East,1 to 5 Year Old,850.0,800.0,925.049566,1,1,1,Sector 37C Gurgaon,0,0,0,0,0,29,5.0,5.0,5.0,5.0,5.0,4,1,1,0,0,1,0,1,0,0,0,0
flat,apex our homes,0.33,3567.0,925.0,2,2,1,3.0,West,1 to 5 Year Old,850.0,800.0,925.049566,1,1,1,Sector 37C Gurgaon,0,0,0,0,0,29,5.0,5.0,5.0,5.0,5.0,4,1,1,0,0,1,0,1,0,0,0,0
flat,eldeco accolade3.8 â˜…,0.73,5775.0,1264.0,2,2,3,5.0,West,1 to 5 Year Old,1193.8900511723728,730.0,1264.004777,1,0,1,Sohna,0,0,0,1,0,6,5.0,5.0,5.0,5.0,5.0,7,1,1,0,0,1,0,0,0,0,0,0
flat,eldeco accolade3.8 â˜…,0.715,4907.0,1457.0,2,2,3+,10.0,North-East,1 to 5 Year Old,1352.8861267975249,849.0,1457.001504,1,0,1,Sohna,1,0,0,0,0,8,5.0,5.0,5.0,5.0,5.0,7,1,1,0,0,0,0,0,0,0,0,0
flat,eldeco accolade3.8 â˜…,0.655,5181.0,1264.0,2,2,3,12.0,North-West,1 to 5 Year Old,1193.8900511723728,730.0,1264.004777,1,0,1,Sohna,0,0,0,1,0,8,5.0,5.0,5.0,5.0,5.0,7,1,1,0,0,0,0,0,0,0,0,0
flat,signature global park4.0 â˜…,0.9,6254.0,1439.0,3,3,3,3.0,North-West,1 to 5 Year Old,1338.057477257355,1439.025791,1450.239414680559,0,0,1,Sohna,0,0,0,1,0,16,5.0,5.0,5.0,5.0,5.0,8,1,1,0,1,0,0,1,0,0,0,0
flat,signature global park4.0 â˜…,0.775,6404.0,1210.0,3,3,3,1.0,South-East,1 to 5 Year Old,1149.4041025518636,1209.969999,1235.199325757795,0,0,1,Sohna,0,0,0,1,0,28,5.0,5.0,5.0,5.0,5.0,8,1,1,0,1,0,0,1,0,0,0,0
flat,signature global park4.0 â˜…,0.7,6071.0,1153.0,3,3,3,2.0,North,1 to 5 Year Old,1102.4467123413265,1153.028968,1181.6740634495086,0,0,1,Sohna,0,0,0,1,0,27,5.0,5.0,5.0,5.0,5.0,8,1,1,0,1,0,0,1,0,0,0,0
flat,signature global park4.0 â˜…,0.532,6295.0,845.0,2,2,2,1.0,East,1 to 5 Year Old,848.7120424317568,844.96615,892.4498390468389,0,0,1,Sohna,0,0,0,1,0,30,5.0,5.0,5.0,5.0,5.0,8,1,1,0,1,0,0,1,0,0,0,0
flat,signature global park4.0 â˜…,0.52,6326.0,822.0,2,2,2,3.0,North-West,1 to 5 Year Old,829.7643235748734,822.039043,870.8519261856005,0,0,1,Sohna,0,0,0,1,0,28,5.0,5.0,5.0,5.0,5.0,8,1,1,0,1,0,0,1,0,0,0,0
flat,signature global park4.0 â˜…,0.905,6289.0,1439.0,3,3,3,1.0,West,1 to 5 Year Old,1338.057477257355,1439.025791,1450.239414680559,0,0,1,Sohna,0,0,0,1,0,30,5.0,5.0,5.0,5.0,5.0,8,1,1,0,1,0,0,1,0,0,0,0
flat,signature global park4.0 â˜…,0.525,6386.0,822.0,2,2,2,2.0,North-East,1 to 5 Year Old,829.7643235748734,822.039043,870.8519261856005,0,0,1,Sohna,0,0,0,1,0,30,5.0,5.0,5.0,5.0,5.0,8,1,1,0,1,0,0,1,0,0,0,0
flat,eldeco accolade3.8 â˜…,0.73,5752.0,1269.0,2,2,3,9.0,North-East,1 to 5 Year Old,1198.0091204890864,1103.5164421348532,1268.956171,1,0,0,Sohna,0,0,0,1,0,19,5.0,5.0,5.0,5.0,5.0,7,1,1,0,0,0,0,0,0,0,0,0
